Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
Q969N2	PIGT_HUMAN	PIGT	GPI transamidase component PIG-T	5.99619e+06	5.4898e+06	4.76546e+06	5.4664e+06	3.57734e+06	5.06896e+06
Q969P0	IGSF8_HUMAN	IGSF8	Immunoglobulin superfamily member 8	1.38062e+06	1.35698e+06	1.27438e+06		1.40767e+06	1.32348e+06
Q969Q0	RL36L_HUMAN	RPL36AL	60S ribosomal protein L36a-like	1.84679e+07	2.04676e+07	1.73156e+07	1.82216e+07	1.90273e+07	1.78484e+07
Q969S3	ZN622_HUMAN	ZNF622	Zinc finger protein 622	5.46031e+06	5.86758e+06	5.52285e+06	5.55612e+06	5.75418e+06	5.75252e+06
Q969S9	RRF2M_HUMAN	GFM2	Ribosome-releasing factor 2, mitochondrial	587805	539177	525554	562054	568560	652277
Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	2.43688e+06	3.21989e+06	2.97896e+06	2.29036e+06	3.11538e+06	3.27011e+06
Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	7.64144e+06	6.80457e+06	4.13448e+06	7.32837e+06	7.9725e+06	8.11668e+06
Q969V3	NCLN_HUMAN	NCLN	Nicalin	9.43172e+06	9.53961e+06	9.63827e+06	9.31606e+06	9.53942e+06	9.1069e+06
Q969X5	ERGI1_HUMAN	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1	2.02026e+06		1.62987e+06	2.02293e+06	1.23613e+06	
Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	7.84339e+06	7.05376e+06	7.07473e+06	7.41098e+06	6.49711e+06	7.96327e+06
Q969Y2	GTPB3_HUMAN	GTPBP3	tRNA modification GTPase GTPBP3, mitochondrial	2.71027e+06	2.83995e+06	2.832e+06	2.97663e+06	2.83987e+06	2.86714e+06
Q969Z0	FAKD4_HUMAN	TBRG4	FAST kinase domain-containing protein 4	5.40885e+06	5.86334e+06	6.03896e+06	5.49988e+06	5.69697e+06	6.07645e+06
Q969Z3	MARC2_HUMAN	MTARC2	Mitochondrial amidoxime reducing component 2	1.0884e+06	1.03245e+06	902990	991002	1.15783e+06	1.08483e+06
Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A	4.86637e+07	4.66981e+07	4.42384e+07	4.93809e+07	4.92784e+07	4.65218e+07
Q96A33	CCD47_HUMAN	CCDC47	Coiled-coil domain-containing protein 47	6.25599e+06	6.45924e+06	6.28601e+06	6.19348e+06	6.47314e+06	6.7373e+06
Q96A35	RM24_HUMAN	MRPL24	39S ribosomal protein L24, mitochondrial	6.86205e+06	6.04851e+06	5.17899e+06	6.28483e+06	6.91851e+06	6.34433e+06
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1	8.51499e+06	7.96892e+06	8.10476e+06	6.9858e+06	7.3135e+06	7.94846e+06
Q96A57	TM230_HUMAN	TMEM230	Transmembrane protein 230	4.19397e+06	3.59046e+06	3.59955e+06	4.09491e+06	4.26739e+06	4.20106e+06
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	1.76146e+06	1.68403e+06	1.72463e+06	1.6088e+06	1.72118e+06	1.70972e+06
Q96AA3	RFT1_HUMAN	RFT1	Protein RFT1 homolog	1.03148e+06	1.87156e+06	1.01602e+06	1.01777e+06	1.52319e+06	1.39052e+06
Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	1.415e+06	1.26764e+06	1.4574e+06	1.27726e+06	1.44322e+06	1.11999e+06
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	7.83004e+06	8.3188e+06	9.14257e+06	8.41171e+06	9.61274e+06	8.24117e+06
Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	7.47467e+07	7.42266e+07	7.60829e+07	6.95621e+07	7.14775e+07	7.66002e+07
Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	3.52467e+07	3.60213e+07	3.37604e+07	3.5347e+07	3.30011e+07	3.34699e+07
Q96AJ9	VTI1A_HUMAN	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A	488564	424751	320106	434534		424926
Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	758412	518216	511426	561034	648194	589028
Q96AT1	K1143_HUMAN	KIAA1143	Uncharacterized protein KIAA1143	6.22905e+06	6.25821e+06	6.25074e+06	5.48715e+06	6.3655e+06	7.27488e+06
Q96AT9	RPE_HUMAN	RPE	Ribulose-phosphate 3-epimerase	6.61484e+06	6.23892e+06	5.4151e+06	6.70612e+06	5.72307e+06	5.13156e+06
Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A	3.01175e+06	3.75645e+06	4.01197e+06	3.82244e+06	4.15872e+06	3.55517e+06
Q96AY3	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	9.74852e+06	1.06452e+07	9.59819e+06	9.43286e+06	9.80222e+06	9.54437e+06
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28	404002	472206	412052	458470	490995	377887
Q96B23	CR025_HUMAN	C18orf25	Uncharacterized protein C18orf25	1.68415e+06	2.33979e+06	2.31325e+06	2.29508e+06	1.85547e+06	
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	1.38994e+07	1.41625e+07	1.47043e+07	1.29535e+07	1.27352e+07	1.26083e+07
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	3.412e+06	2.98088e+06	2.29112e+06	2.84362e+06	3.86056e+06	3.14853e+06
Q96B54	ZN428_HUMAN	ZNF428	Zinc finger protein 428	384312	437951	464173	429305	411185	465290
Q96B70	LENG9_HUMAN	LENG9	Leukocyte receptor cluster member 9		1.62309e+06				
Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1	4.06224e+06	4.28949e+06	3.82406e+06	3.78163e+06	3.508e+06	3.77051e+06
Q96BD0	SO4A1_HUMAN	SLCO4A1	Solute carrier organic anion transporter family member 4A1	513536	475962	536095	506505	455749	431047
Q96BD5	PF21A_HUMAN	PHF21A	PHD finger protein 21A	559300	651374	488973		636928	550496
Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	576072		341044	314608		
Q96BI1	S22AI_HUMAN	SLC22A18	Solute carrier family 22 member 18	569872		282490	503852	354667	253151
Q96BI3	APH1A_HUMAN	APH1A	Gamma-secretase subunit APH-1A	2.02264e+06	2.43921e+06	1.92488e+06		1.98647e+06	1.84039e+06
Q96BJ3	AIDA_HUMAN	AIDA	Axin interactor, dorsalization-associated protein	986979	1.26558e+06	1.10894e+06	1.13777e+06	1.20032e+06	1.07887e+06
Q96BJ8	ELMO3_HUMAN	ELMO3	Engulfment and cell motility protein 3	357936	460483	415027	431311	322045	316496
Q96BM9	ARL8A_HUMAN	ARL8A	ADP-ribosylation factor-like protein 8A	9.28909e+06	9.43728e+06	9.29032e+06	1.02733e+07	1.031e+07	1.00373e+07
Q96BN8	OTUL_HUMAN	OTULIN	Ubiquitin thioesterase otulin	8.75852e+06	8.8034e+06	8.05923e+06	8.46874e+06	8.47288e+06	8.67802e+06
Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	3.30109e+06	3.08872e+06	3.12111e+06	3.14584e+06	3.16758e+06	3.06706e+06
Q96BQ5	CC127_HUMAN	CCDC127	Coiled-coil domain-containing protein 127	2.6258e+06	2.00937e+06	1.80921e+06	2.2317e+06	2.2571e+06	1.90901e+06
Q96BR5	COA7_HUMAN	COA7	Cytochrome c oxidase assembly factor 7	7.69177e+06	8.03315e+06	7.88589e+06	6.88116e+06	7.88921e+06	8.36468e+06
Q96BW5	PTER_HUMAN	PTER	Phosphotriesterase-related protein	2.05017e+06	1.90151e+06	1.82888e+06	1.82165e+06	1.81632e+06	1.97443e+06
Q96BW9	TAM41_HUMAN	TAMM41	Phosphatidate cytidylyltransferase, mitochondrial	1.95977e+06	1.70983e+06	1.4902e+06	1.83782e+06	1.87786e+06	1.80336e+06
Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A	4.42704e+06	4.10376e+06	4.06276e+06	4.27781e+06		3.9902e+06
Q96C12	ARMC5_HUMAN	ARMC5	Armadillo repeat-containing protein 5	210864		166612	135112	195765	232839
Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	4.89853e+07	4.96575e+07	5.19982e+07	4.88703e+07	5.06661e+07	5.10793e+07
Q96C23	GALM_HUMAN	GALM	Galactose mutarotase	2.47728e+06	2.12758e+06	2.2883e+06	2.34404e+06	2.26489e+06	2.32901e+06
Q96C24	SYTL4_HUMAN	SYTL4	Synaptotagmin-like protein 4		886585	759271	805200	1.09059e+06	744285
Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	5.57499e+06	5.1642e+06	5.55217e+06	5.35113e+06	5.0615e+06	5.69703e+06
Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS	2.05541e+06	2.29559e+06	2.23364e+06	1.93593e+06	1.90831e+06	1.85103e+06
Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	1.12893e+07	1.17094e+07	1.28606e+07	1.06176e+07	1.16117e+07	1.15898e+07
Q96C90	PP14B_HUMAN	PPP1R14B	Protein phosphatase 1 regulatory subunit 14B	1.20255e+07	1.09308e+07	9.91382e+06	1.01396e+07	9.43322e+06	9.43358e+06
Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	1.36564e+06	1.20139e+06	1.19139e+06	1.05011e+06	1.33747e+06	
Q96CB9	NSUN4_HUMAN	NSUN4	5-methylcytosine rRNA methyltransferase NSUN4	1.34543e+06	994939	1.12742e+06	1.58045e+06	902390	1.26361e+06
Q96CD2	COAC_HUMAN	PPCDC	Phosphopantothenoylcysteine decarboxylase	425496	498725	388730	653258	492084	445332
Q96CM8	ACSF2_HUMAN	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	3.78363e+06	3.97103e+06	2.3888e+06	3.00449e+06	2.48104e+06	3.51395e+06
Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	1.19625e+07	1.26712e+07	1.23559e+07	1.23017e+07	1.20614e+07	1.31586e+07
Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	4.77063e+07	4.79166e+07	4.95279e+07	4.65053e+07	4.65776e+07	4.70211e+07
Q96CS2	HAUS1_HUMAN	HAUS1	HAUS augmin-like complex subunit 1		797858		676222	800181	468096
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	6.39671e+06	6.81437e+06	6.8675e+06	6.65094e+06	6.86295e+06	7.25467e+06
Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	2.25236e+07	2.20601e+07	2.17596e+07	2.15918e+07	2.25649e+07	2.22302e+07
Q96CU9	FXRD1_HUMAN	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1	346720	509910	548244	568312	541454	495734
Q96CV9	OPTN_HUMAN	OPTN	Optineurin	1.05185e+06	920166	891839	1.03177e+06	818222	744631
Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	1.2178e+07	1.22397e+07	1.07493e+07	1.22939e+07	1.29621e+07	1.39471e+07
Q96CW5	GCP3_HUMAN	TUBGCP3	Gamma-tubulin complex component 3	1.87505e+06	1.73307e+06	1.5759e+06	1.64844e+06	1.74409e+06	1.58456e+06
Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	3.0323e+06	3.04034e+06	2.9066e+06	2.79333e+06	2.91349e+06	2.73502e+06
Q96D53	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial	709210	857106	673159	642379	775238	566329
Q96DA6	TIM14_HUMAN	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14	3.65012e+06	4.54752e+06	4.42756e+06	3.54524e+06	4.45629e+06	4.50641e+06
Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	2.39261e+06	2.81111e+06	2.58105e+06	2.66393e+06	2.76697e+06	2.74959e+06
Q96DE0;Q9BRJ7	NUD16_HUMAN;TIRR_HUMAN	NUDT16;NUDT16L1	U8 snoRNA-decapping enzyme	76988.5	97577.8	145901	113327	137681	89115.7
Q96DE5	APC16_HUMAN	ANAPC16	Anaphase-promoting complex subunit 16	1.24364e+06	1.4586e+06	1.64631e+06	1.57609e+06	1.64973e+06	1.563e+06
Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	4.41375e+07	4.47705e+07	4.41643e+07	4.25509e+07	4.0775e+07	3.7393e+07
Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	3.83566e+06	4.16626e+06	4.04079e+06	3.85592e+06	4.0461e+06	3.8897e+06
Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	1.87072e+07	1.88701e+07	1.90139e+07	1.76181e+07	1.77649e+07	1.70817e+07
Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	8.08703e+06	8.10168e+06	8.28005e+06	8.66868e+06	8.62968e+06	7.6148e+06
Q96DX5	ASB9_HUMAN	ASB9	Ankyrin repeat and SOCS box protein 9	1.95594e+06	1.46764e+06	1.73692e+06	2.07958e+06	1.53974e+06	1.40986e+06
Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	1.21984e+07	1.29009e+07	1.40522e+07	1.28513e+07	1.34659e+07	1.31352e+07
Q96E39	RMXL1_HUMAN	RBMXL1	RNA binding motif protein, X-linked-like-1	3.94131e+06	4.21436e+06	4.16756e+06	4.08043e+06	3.73881e+06	4.06672e+06
Q96EB1	ELP4_HUMAN	ELP4	Elongator complex protein 4	1.9882e+06	1.93009e+06	2.32928e+06	2.13237e+06	2.10323e+06	1.9533e+06
Q96EB6	SIR1_HUMAN	SIRT1	NAD-dependent protein deacetylase sirtuin-1	3.42491e+06	2.93947e+06	3.91062e+06	3.79794e+06	3.31668e+06	2.90199e+06
Q96EC8	YIPF6_HUMAN	YIPF6	Protein YIPF6	2.26393e+06	1.98954e+06	2.45369e+06	1.76906e+06	2.24312e+06	2.5713e+06
Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	5.22616e+06	5.75268e+06	5.48386e+06	5.41268e+06	5.50264e+06	6.06136e+06
Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1	1.44586e+06	1.13141e+06	1.13823e+06	1.5783e+06	1.20493e+06	1.43887e+06
Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	3.14584e+06	3.00638e+06	2.84139e+06	3.16832e+06	2.90084e+06	2.92485e+06
Q96EK4	THA11_HUMAN	THAP11	THAP domain-containing protein 11	1.55459e+06	1.81986e+06	1.68338e+06	1.56817e+06	1.57151e+06	1.5992e+06
Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein	1.82638e+06	1.92006e+06	1.46469e+06	1.45413e+06	1.64595e+06	1.784e+06
Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	1.16915e+07	1.1771e+07	1.17089e+07	1.09963e+07	1.09635e+07	1.20281e+07
Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	1.10343e+06	1.19787e+06	1.02499e+06	1.06643e+06	1.21987e+06	1.11749e+06
Q96EL3	RM53_HUMAN	MRPL53	39S ribosomal protein L53, mitochondrial	9.32538e+06	8.40123e+06	8.91054e+06	8.68265e+06	8.87086e+06	8.41704e+06
Q96EN8	MOCOS_HUMAN	MOCOS	Molybdenum cofactor sulfurase	1.63337e+07	1.63952e+07	1.77121e+07	1.50811e+07	1.52946e+07	1.63106e+07
Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	3.94429e+07	3.47041e+07	3.46748e+07	3.30381e+07	3.35215e+07	3.80465e+07
Q96ER3	SAAL1_HUMAN	SAAL1	Protein SAAL1	1.41682e+06	1.54569e+06	1.60992e+06	1.46478e+06	1.5398e+06	1.41465e+06
Q96ER9	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel	4.61078e+06	4.28688e+06	4.71415e+06	4.14534e+06	4.04048e+06	3.89334e+06
Q96ES7	SGF29_HUMAN	SGF29	SAGA-associated factor 29	602688	500514	560408	544107	593784	745330
Q96EU6	RRP36_HUMAN	RRP36	Ribosomal RNA processing protein 36 homolog	852767	1.04262e+06	1.14037e+06	777360	813040	808001
Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	7.73147e+06	8.71715e+06	7.87049e+06	7.79094e+06	7.58913e+06	7.54173e+06
Q96EV8	DTBP1_HUMAN	DTNBP1	Dysbindin	980583	951324	1.08748e+06	908916	923961	1.11304e+06
Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	1.0314e+07	1.04799e+07	1.00735e+07	9.80926e+06	1.00228e+07	9.77721e+06
Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	4.92139e+06	4.56681e+06	4.95434e+06	4.96692e+06	4.74072e+06	4.90922e+06
Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	2.29371e+06	2.48272e+06	2.87375e+06	2.55512e+06	2.47025e+06	2.53339e+06
Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	6.51477e+06	6.84182e+06	6.46788e+06	6.69326e+06	6.54237e+06	6.37088e+06
Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase	4.65564e+06	4.86029e+06	5.06894e+06	4.44986e+06	4.41822e+06	4.6858e+06
Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	514638	633512	583941	888847		577393
Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	1.66353e+06	1.69276e+06	1.27469e+06	1.69069e+06	1.55139e+06	1.65881e+06
Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	1.08881e+07	1.24263e+07	1.09675e+07	1.00824e+07	1.15347e+07	1.04499e+07
Q96FC9;A8MPP1;Q92771	D11L8_HUMAN;DDX11_HUMAN;DDX12_HUMAN	DDX11;DDX11L8;DDX12P	Putative ATP-dependent RNA helicase DDX11-like protein 8	6.64473e+06	7.16065e+06	7.94243e+06	8.51022e+06	6.18574e+06	5.77955e+06
Q96FF9	CDCA5_HUMAN	CDCA5	Sororin	8.65882e+06	7.51784e+06	7.36546e+06	7.97593e+06	7.60781e+06	7.45206e+06
Q96FJ0	STALP_HUMAN	STAMBPL1	AMSH-like protease	553103	508758	535123	636023		601921
Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	2.00217e+06	1.83932e+06	2.17963e+06	1.89878e+06	1.88634e+06	1.65803e+06
Q96FN4	CPNE2_HUMAN	CPNE2	Copine-2	875429	320792	290054	483511	495677	341997
Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	1.79345e+07	1.87296e+07	1.77087e+07	1.77599e+07	1.82904e+07	1.9055e+07
Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	1.23491e+06	1.28871e+06	942436	1.61938e+06	1.77501e+06	1.34019e+06
Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	3.43446e+06	3.135e+06	2.83132e+06	3.12044e+06	3.12761e+06	3.16409e+06
Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	1.21246e+07	1.12407e+07	1.00014e+07	1.18661e+07	1.09523e+07	1.03591e+07
Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	2.73461e+06	3.03001e+06	2.42397e+06	2.61607e+06	2.67874e+06	2.7247e+06
Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	2.0327e+06	2.21545e+06	2.05801e+06	2.01669e+06	2.11605e+06	1.85968e+06
Q96FZ7	CHMP6_HUMAN	CHMP6	Charged multivesicular body protein 6		738457	692735	958311	787854	786864
Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	8.44408e+06	8.31133e+06	7.42423e+06	7.95068e+06	7.84715e+06	7.54699e+06
Q96G21	IMP4_HUMAN	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	1.52936e+07	1.62836e+07	1.67001e+07	1.72538e+07	1.77088e+07	1.68778e+07
Q96G23	CERS2_HUMAN	CERS2	Ceramide synthase 2	1.21253e+07	1.1531e+07	1.03097e+07	1.12725e+07	1.19477e+07	1.01416e+07
Q96G25	MED8_HUMAN	MED8	Mediator of RNA polymerase II transcription subunit 8		4.3386e+06	3.41874e+06			
Q96G28	CFA36_HUMAN	CFAP36	Cilia- and flagella-associated protein 36		1.02191e+06	1.33452e+06	821583	1.00984e+06	1.04345e+06
Q96G46	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	1.66588e+06	1.74951e+06	1.90781e+06	1.67647e+06	1.89554e+06	1.88226e+06
Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	2.20781e+06	2.44823e+06	2.50699e+06	1.8623e+06	2.00774e+06	2.08823e+06
Q96GC5	RM48_HUMAN	MRPL48	39S ribosomal protein L48, mitochondrial	6.66219e+06	5.73227e+06	5.9583e+06	5.38687e+06	6.61412e+06	5.91742e+06
Q96GD0	PLPP_HUMAN	PDXP	Pyridoxal phosphate phosphatase	1.6635e+06	2.15488e+06	1.14083e+06	2.69707e+06	2.30333e+06	2.24039e+06
Q96GD4	AURKB_HUMAN	AURKB	Aurora kinase B	4.84121e+06	5.06383e+06	4.52325e+06	5.07254e+06	5.14434e+06	4.91616e+06
Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	5.49096e+06	4.96281e+06	5.0622e+06	5.38102e+06	5.09775e+06	5.33543e+06
Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	2.43241e+06	2.34563e+06	2.15272e+06	2.32666e+06	2.59307e+06	2.34579e+06
Q96GM5	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	1.84301e+06	2.09736e+06	2.36337e+06	1.85054e+06	1.74719e+06	1.79862e+06
Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	2.98054e+06	3.03323e+06	2.82978e+06	2.734e+06	2.79158e+06	2.6784e+06
Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	9.3567e+06	8.19682e+06	8.86391e+06	8.49625e+06	8.09899e+06	8.18169e+06
Q96GS4	BORC6_HUMAN	BORCS6	BLOC-1-related complex subunit 6	554868		803169	648187		317608
Q96GW9	SYMM_HUMAN	MARS2	Methionine--tRNA ligase, mitochondrial	260619			269069	184063	179162
Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	5.77028e+06	5.36694e+06	7.80411e+06	5.57895e+06	5.48751e+06	6.24507e+06
Q96GY0	ZC21A_HUMAN	ZC2HC1A	Zinc finger C2HC domain-containing protein 1A	156129	127081		148738	107709	92692.4
Q96GZ6	S41A3_HUMAN	SLC41A3	Solute carrier family 41 member 3	300485	315773	390930	300302	380807	468013
Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	1.38646e+06	1.35064e+06	1.58742e+06	1.27262e+06	1.56425e+06	1.5485e+06
Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	1.80959e+06	1.73117e+06	1.76313e+06	1.8804e+06	1.64798e+06	1.51488e+06
Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein		910458		961396		
Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	8.8769e+06	9.03195e+06	9.39349e+06	8.27855e+06	9.01767e+06	9.13701e+06
Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	2.70772e+07	2.67473e+07	2.88829e+07	2.62807e+07	2.71285e+07	2.77758e+07
Q96HR3	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	1.05544e+06	1.13469e+06	1.07772e+06	1.05131e+06	1.09624e+06	915199
Q96HR8	NAF1_HUMAN	NAF1	H/ACA ribonucleoprotein complex non-core subunit NAF1	1.45934e+06	1.17559e+06				1.18411e+06
Q96HR9	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6	3.4042e+06	3.75262e+06	3.86935e+06	3.65568e+06	3.50187e+06	3.21861e+06
Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.66951e+07	1.52471e+07	1.49177e+07	1.5067e+07	1.52038e+07	1.47835e+07
Q96HV5	TM41A_HUMAN	TMEM41A	Transmembrane protein 41A	2.28078e+06	2.63332e+06	2.23236e+06	2.34762e+06	2.16667e+06	2.21132e+06
Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	1.19079e+06	1.21698e+06	1.28851e+06	1.58656e+06	1.47553e+06	1.54617e+06
Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	5.25869e+06	5.5191e+06	5.87017e+06	4.61984e+06	5.50646e+06	4.96434e+06
Q96HY7	DHTK1_HUMAN	DHTKD1	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	2.75806e+06	3.20171e+06	2.58603e+06	2.92447e+06	2.91666e+06	2.4508e+06
Q96I15	SCLY_HUMAN	SCLY	Selenocysteine lyase	1.38941e+06	1.55315e+06	1.82557e+06	1.48014e+06	1.25021e+06	1.22777e+06
Q96I23	PREY_HUMAN	PYURF	Protein preY, mitochondrial	414551		419471	294074	389906	583653
Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	4.8461e+07	5.2995e+07	5.32447e+07	4.89544e+07	5.05908e+07	5.09645e+07
Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	8.49852e+06	8.65852e+06	8.0598e+06	7.82717e+06	7.57723e+06	7.65183e+06
Q96I59	SYNM_HUMAN	NARS2	Probable asparagine--tRNA ligase, mitochondrial	4.22683e+06	4.34098e+06	4.66879e+06	3.73385e+06	4.1847e+06	3.75159e+06
Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	1.77535e+07	1.8666e+07	1.94113e+07	1.82819e+07	2.01245e+07	1.8702e+07
Q96IF1	AJUBA_HUMAN	AJUBA	LIM domain-containing protein ajuba	748676	868915	766319	747313	594543	835621
Q96IG2	FXL20_HUMAN	FBXL20	F-box/LRR-repeat protein 20	542716	573058	586662	557607	440548	387753
