Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	1.7394e+07
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	6.81525e+06
Q9P003	CNIH4_HUMAN	CNIH4	Protein cornichon homolog 4	1.8148e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	4.24616e+06
Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	5.1545e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	3.88976e+06
Q9P021	CRIPT_HUMAN	CRIPT	Cysteine-rich PDZ-binding protein	1.36584e+06
Q9P031	TAP26_HUMAN	CCDC59	Thyroid transcription factor 1-associated protein 26	9.7392e+06
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	5.86029e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.2668e+07
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	1.33126e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	7.57302e+06
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	2.93317e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	5.77626e+07
Q9P0M9	RM27_HUMAN	MRPL27	39S ribosomal protein L27, mitochondrial	4.73236e+06
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	2.16341e+06
Q9P0S2	COX16_HUMAN	COX16	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	890136
Q9P0S3	ORML1_HUMAN	ORMDL1	ORM1-like protein 1	1.07185e+06
Q9P0S9	TM14C_HUMAN	TMEM14C	Transmembrane protein 14C	2.53462e+06
Q9P0T7	TMEM9_HUMAN	TMEM9	Transmembrane protein 9	3.03403e+06
Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	1.55617e+07
Q9P0U3	SENP1_HUMAN	SENP1	Sentrin-specific protease 1	1.00044e+06
Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	3.88541e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	8.57802e+06
Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	7.60693e+06
Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	1.69346e+06
Q9P1U0	RPA12_HUMAN	POLR1H	DNA-directed RNA polymerase I subunit RPA12	576121
Q9P1U1	ARP3B_HUMAN	ACTR3B	Actin-related protein 3B	1.8428e+07
Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	1.19191e+06
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	2.32863e+06
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	1.24842e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	5.90075e+07
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	1.11798e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	523140
Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36	9.2241e+06
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1.2296e+07
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	6.94614e+06
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	4.26721e+06
Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	599871
Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	5.68653e+06
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	7.29154e+06
Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	2.40475e+07
Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3	5.90612e+06
Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27	5.75671e+06
Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	3.6087e+06
Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	2.88164e+07
Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	4.43923e+06
Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18	522116
Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	3.15122e+07
Q9P305	IGO2_YEAST	IGO2	mRNA stability protein IGO2	150923
Q9TW45	PAR1_CAEEL	par-1	Serine/threonine-protein kinase par-1	1.00211e+06
Q9TXH9	UBXN1_CAEEL	ubxn-1	UBX domain-containing protein 1	4.31312e+06
Q9TXI3				3.83752e+06
Q9TXI4				1.24672e+07
Q9TXK1				3.51932e+06
Q9TXP0	RS27_CAEEL	rps-27	40S ribosomal protein S27	1.58999e+08
Q9TXQ1	TNKS1_CAEEL	tank-1	Poly [ADP-ribose] polymerase tankyrase	867709
Q9TXR7				3.3544e+06
Q9TXU7				7.47888e+06
Q9TXY8				1.03533e+07
Q9TXZ9				2.88274e+06
Q9TYJ7				778066
Q9TYJ8				2.45829e+06
Q9TYK1	GAR1_CAEEL	Y66H1A.4	Probable H/ACA ribonucleoprotein complex subunit 1-like protein	2.50968e+07
Q9TYL2				3.77048e+06
Q9TYL9				8.3894e+06
Q9TYN2				2.89698e+06
Q9TYP9				1.19234e+06
Q9TYS3				6.69891e+06
Q9TYS7				366166
Q9TYV5				6.86859e+06
Q9TYW1				1.59725e+07
Q9TYW7				9.00211e+06
Q9TYX1				4.37457e+06
Q9TYY0				2.50909e+06
Q9TYY8;V6CJY2				2.5976e+06
Q9TZ33				4.05585e+06
Q9TZ69				7.22295e+06
Q9TZ90				2.15715e+06
Q9TZC4	ILKH_CAEEL	pat-4	Integrin-linked protein kinase homolog pat-4	4.1324e+06
Q9TZD9;V6CLE7				3.65722e+06
Q9TZE0				1.04395e+06
Q9TZL8	PFKA1_CAEEL	pfk-1.1	ATP-dependent 6-phosphofructokinase 1	8.03152e+06
Q9TZL9				2.23702e+06
Q9TZS5				2.14817e+07
Q9U1P7				1.71119e+06
Q9U1Q4	SYV_CAEEL	glp-4	Valine--tRNA ligase	1.24133e+07
Q9U1Q7				2.7579e+06
Q9U1R7				1.41482e+06
Q9U1V9				1.78056e+06
Q9U1W1				1.04667e+07
Q9U1W8				6.68766e+06
Q9U1X9				4.86265e+07
Q9U1Y6				1.57724e+06
Q9U1Z4				9.84718e+06
Q9U210				3.30752e+06
Q9U213				927770
Q9U229				6.98563e+06
Q9U238				5.09851e+07
Q9U241				1.47442e+07
Q9U283				2.80636e+06
Q9U296				4.86555e+06
Q9U299	XRN2_CAEEL	xrn-2	5'-3' exoribonuclease 2 homolog	1.63775e+06
Q9U2A8	RL37A_CAEEL	rpl-43	60S ribosomal protein L37a	1.20338e+08
Q9U2A9	BOP1_CAEEL	Y48B6A.1	Ribosome biogenesis protein BOP1 homolog	4.99301e+06
Q9U2D6	CNP2_CAEEL	cnp-2	Calcineurin-interacting protein 2	3.22809e+06
Q9U2D9	GYS_CAEEL	gsy-1	Glycogen [starch] synthase	4.61513e+06
Q9U2F2				1.54797e+06
Q9U2G0	U520_CAEEL	snrp-200	Putative U5 small nuclear ribonucleoprotein 200 kDa helicase	1.88598e+07
Q9U2H9	EF1B2_CAEEL	eef-1B.2	Probable elongation factor 1-beta/1-delta 2	1.4668e+08
Q9U2I4				491273
Q9U2K8				3.48214e+07
Q9U2M4	HOT_CAEEL	hphd-1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	1.8635e+07
Q9U2M7	AP4A_CAEEL	ndx-4	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.25602e+06
Q9U2M8	C2D1_CAEEL	Y37H9A.3	Coiled-coil and C2 domain-containing protein 1-like	1.75772e+06
Q9U2Q8				5.92574e+07
Q9U2Q9	GSK3_CAEEL	gsk-3	Glycogen synthase kinase-3	1.47378e+06
Q9U2S4				4.60099e+06
Q9U2S6				652029
Q9U2T9				1.32793e+07
Q9U2U0				6.89333e+06
Q9U2U3				3.23914e+06
Q9U2V9				9.74535e+06
Q9U2W9				913672
Q9U2X0	ANM1_CAEEL	prmt-1	Protein arginine N-methyltransferase 1	2.18796e+07
Q9U2Y2	CK5P3_CAEEL	cdkr-3	CDK5RAP3-like protein	1.45445e+06
Q9U2Z1				4.16734e+06
Q9U2Z5				1.16288e+06
Q9U302				4.47121e+07
Q9U315				6.66682e+06
Q9U329				1.44483e+07
Q9U332	RL31_CAEEL	rpl-31	60S ribosomal protein L31	1.04005e+08
Q9U348;Q9U349;Q9XUE9;Q9XVG3				4.23253e+06
Q9U354				3.02801e+06
Q9U367				363998
Q9U3B6	NOL9_CAEEL	nol-9	Polynucleotide 5'-hydroxyl-kinase nol-9	311400
Q9U3B7				3.28157e+06
Q9U3F8				1.24443e+07
Q9U3H4				7.67513e+06
Q9U3I0				4.20948e+06
Q9U3J3				270493
Q9U3K2				447517
Q9U3L4				3.68966e+06
Q9U3L5				1.26137e+06
Q9U3M0				1.64048e+06
Q9U3N5	SELT1_CAEEL	selt-1.1	Thioredoxin reductase-like selenoprotein T homolog selt-1.1	542736
Q9U3P5				2.28263e+06
Q9U3Q0				3.61591e+06
Q9U3Q6				8.16691e+06
Q9UAQ6				1.78776e+07
Q9UAT3				2.60344e+06
Q9UAV5				1.09545e+08
Q9UAV8				1.58191e+06
Q9UAW8				969132
Q9UAY9				4.36559e+06
Q9UB28				1.35457e+07
Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	2.89038e+06
Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2	916359
Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	2.18237e+06
Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11	3.8555e+06
Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	4.77041e+06
Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3	4.80727e+06
Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	2.24027e+07
Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	1.8118e+07
Q9UBF6	RBX2_HUMAN	RNF7	RING-box protein 2	907489
Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	1.75389e+06
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1.59261e+07
Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	3.00951e+06
Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	2.28486e+06
Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	2.20643e+07
Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6	2.18699e+06
Q9UBP0	SPAST_HUMAN	SPAST	Spastin	1.28871e+06
Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	1.22718e+06
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	2.38979e+07
Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	2.04619e+07
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	8.66075e+06
Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	5.2719e+06
Q9UBS0	KS6B2_HUMAN	RPS6KB2	Ribosomal protein S6 kinase beta-2	2.44948e+06
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1.49151e+07
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	3.47263e+07
Q9UBT7	CTNL1_HUMAN	CTNNAL1	Alpha-catulin	617700
Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	1.81251e+06
Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	8.06603e+06
Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1	3.59804e+06
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	2.36205e+06
Q9UBW7	ZMYM2_HUMAN	ZMYM2	Zinc finger MYM-type protein 2	536429
Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	4.1834e+06
Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	5.64928e+06
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	5.25528e+06
Q9UDX5	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1	2.89093e+06
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	6.68262e+06
Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	4.36002e+06
Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	2.03074e+07
Q9UEG4	ZN629_HUMAN	ZNF629	Zinc finger protein 629	1.64651e+06
Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6	1.39074e+06
Q9UET6	TRM7_HUMAN	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	1.31036e+06
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	5.97747e+06
Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	1.03529e+07
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	1.20315e+06
Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	1.69707e+06
Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	3.89403e+06
Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	1.18546e+07
Q9UGI8	TES_HUMAN	TES	Testin	8.77085e+06
Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4	6.23621e+06
Q9UGK8	SRGEF_HUMAN	SERGEF	Secretion-regulating guanine nucleotide exchange factor	419651
Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial	4.66577e+06
Q9UGN5	PARP2_HUMAN	PARP2	Poly [ADP-ribose] polymerase 2	1.66252e+06
Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	2.12618e+06
Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	1.986e+07
Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	5.2789e+06
Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	5.96179e+06
Q9UH17	ABC3B_HUMAN	APOBEC3B	DNA dC->dU-editing enzyme APOBEC-3B	1.10653e+06
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	1.54047e+06
Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	8.3082e+06
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	3.13482e+06
Q9UHA2	S18L2_HUMAN	SS18L2	SS18-like protein 2	320905
Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24	7.5272e+06
Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	2.43102e+06
Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	5.15165e+06
Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4	473907
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	7.81879e+06
Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	1.42244e+07
Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	844547
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	1.7813e+07
Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	1.38007e+07
Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	3.60471e+06
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	6.0392e+06
Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	3.38648e+06
Q9UHL9	GT2D1_HUMAN	GTF2IRD1	General transcription factor II-I repeat domain-containing protein 1	5.16634e+06
Q9UHN1	DPOG2_HUMAN	POLG2	DNA polymerase subunit gamma-2, mitochondrial	599055
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	5.07436e+06
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	2.70138e+06
Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	6.30123e+06
Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	2.17875e+06
Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	1.94387e+07
Q9UHW5	GPN3_HUMAN	GPN3	GPN-loop GTPase 3	1.557e+06
Q9UHW9	S12A6_HUMAN	SLC12A6	Solute carrier family 12 member 6	4.46692e+06
Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	2.58856e+07
Q9UHX3	AGRE2_HUMAN	ADGRE2	Adhesion G protein-coupled receptor E2	830889
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	7.33647e+06
Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	5.71925e+06
Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	1.36759e+07
Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	8.24815e+06
Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	4.34634e+06
Q9UI15	TAGL3_HUMAN	TAGLN3	Transgelin-3	595996
Q9UI26	IPO11_HUMAN	IPO11	Importin-11	4.56445e+06
Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	2.77188e+07
Q9UI43	MRM2_HUMAN	MRM2	rRNA methyltransferase 2, mitochondrial	1.68837e+06
Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	1.6923e+07
Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1	4.43577e+06
Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	2.14389e+06
Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	7.73561e+06
Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	1.06011e+08
Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	4.42617e+06
Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	1.8199e+06
Q9UIR0	BTNL2_HUMAN	BTNL2	Butyrophilin-like protein 2	7.21115e+06
Q9UIS9	MBD1_HUMAN	MBD1	Methyl-CpG-binding domain protein 1	899283
Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7	4.29087e+06
Q9UIW2	PLXA1_HUMAN	PLXNA1	Plexin-A1	219050
Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor	526324
Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	191254
Q9UJ83	HACL1_HUMAN	HACL1	2-hydroxyacyl-CoA lyase 1	3.5397e+06
Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.33778e+06
Q9UJC3	HOOK1_HUMAN	HOOK1	Protein Hook homolog 1	3.47979e+06
Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	7.43116e+06
Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	6.31668e+06
Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	3.67788e+06
Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	2.72741e+06
Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	1.89007e+06
Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	3.99938e+06
Q9UJX4	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5	974662
Q9UJX5	APC4_HUMAN	ANAPC4	Anaphase-promoting complex subunit 4	1.22706e+06
Q9UJX6	ANC2_HUMAN	ANAPC2	Anaphase-promoting complex subunit 2	1.04793e+06
Q9UJY4	GGA2_HUMAN	GGA2	ADP-ribosylation factor-binding protein GGA2	6.9085e+06
Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	8.39261e+06
Q9UK22	FBX2_HUMAN	FBXO2	F-box only protein 2	1.00493e+06
Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog	2.18587e+06
Q9UK58	CCNL1_HUMAN	CCNL1	Cyclin-L1	1.48675e+06
Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme	5.30316e+06
Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR	2.50128e+06
Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	1.4237e+07
Q9UKD1	GMEB2_HUMAN	GMEB2	Glucocorticoid modulatory element-binding protein 2	324094
Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	1.7036e+07
Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	5.73357e+06
Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha	3.91573e+06
Q9UKJ3	GPTC8_HUMAN	GPATCH8	G patch domain-containing protein 8	1.79956e+06
Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4	836569
Q9UKK6	NXT1_HUMAN	NXT1	NTF2-related export protein 1	1.16995e+06
Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	1.19104e+07
Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	3.3382e+06
Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	660990
Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	5.32401e+07
Q9UKN7	MYO15_HUMAN	MYO15A	Unconventional myosin-XV	3.61543e+06
Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4	2.06869e+07
Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	2.51317e+07
Q9UKT5	FBX4_HUMAN	FBXO4	F-box only protein 4	3.00436e+06
Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	1.85052e+07
Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2	5.50006e+06
Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	6.33682e+06
Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	1.81748e+07
Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11	1.88006e+06
Q9UL03	INT6_HUMAN	INTS6	Integrator complex subunit 6	794198
Q9UL15	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5	2.7966e+06
Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	1.02959e+07
Q9UL26	RB22A_HUMAN	RAB22A	Ras-related protein Rab-22A	6.87661e+06
Q9UL40	ZN346_HUMAN	ZNF346	Zinc finger protein 346	1.20071e+06
Q9UL45	BL1S6_HUMAN	BLOC1S6	Biogenesis of lysosome-related organelles complex 1 subunit 6	1.46352e+06
Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	2.38721e+07
Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	3.12594e+06
Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	1.39994e+07
Q9ULF5	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10	2.01106e+06
Q9ULH0	KDIS_HUMAN	KIDINS220	Kinase D-interacting substrate of 220 kDa	1.32683e+06
Q9ULI0	ATD2B_HUMAN	ATAD2B	ATPase family AAA domain-containing protein 2B	295967
Q9ULJ3	ZBT21_HUMAN	ZBTB21	Zinc finger and BTB domain-containing protein 21	415676
Q9ULJ8	NEB1_HUMAN	PPP1R9A	Neurabin-1	2.44378e+06
Q9ULK4	MED23_HUMAN	MED23	Mediator of RNA polymerase II transcription subunit 23	1.95607e+06
Q9ULM3	YETS2_HUMAN	YEATS2	YEATS domain-containing protein 2	337169
Q9ULP9	TBC24_HUMAN	TBC1D24	TBC1 domain family member 24	1.13324e+06
Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog	5.37318e+06
Q9ULR3	PPM1H_HUMAN	PPM1H	Protein phosphatase 1H	4.75021e+06
Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	5.24984e+06
Q9ULU4	PKCB1_HUMAN	ZMYND8	Protein kinase C-binding protein 1	1.06994e+06
Q9ULV0	MYO5B_HUMAN	MYO5B	Unconventional myosin-Vb	3.53404e+06
Q9ULV3	CIZ1_HUMAN	CIZ1	Cip1-interacting zinc finger protein	930089
Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	2.87878e+07
Q9ULW0	TPX2_HUMAN	TPX2	Targeting protein for Xklp2	6.16777e+06
Q9ULW3	ABT1_HUMAN	ABT1	Activator of basal transcription 1	3.50082e+06
Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	4.86619e+06
Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	3.61724e+06
Q9ULX9	MAFF_HUMAN	MAFF	Transcription factor MafF	1.99949e+06
Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	1.63281e+07
Q9UM22	EPDR1_HUMAN	EPDR1	Mammalian ependymin-related protein 1	1.03447e+06
Q9UM47	NOTC3_HUMAN	NOTCH3	Neurogenic locus notch homolog protein 3	949318
Q9UM54	MYO6_HUMAN	MYO6	Unconventional myosin-VI	4.09723e+06
Q9UMR2	DD19B_HUMAN	DDX19B	ATP-dependent RNA helicase DDX19B	3.54749e+06
Q9UMR5	PPT2_HUMAN	PPT2	Lysosomal thioesterase PPT2	1.09563e+07
