Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
Q9BPX3	CND3_HUMAN	NCAPG	Condensin complex subunit 3	1.86487e+07
Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	3.09143e+07
Q9BPY3	F118B_HUMAN	FAM118B	Protein FAM118B	3.86264e+06
Q9BQ04	RBM4B_HUMAN	RBM4B	RNA-binding protein 4B	1.88185e+07
Q9BQ24	ZFY21_HUMAN	ZFYVE21	Zinc finger FYVE domain-containing protein 21	1.64392e+06
Q9BQ39	DDX50_HUMAN	DDX50	ATP-dependent RNA helicase DDX50	1.61808e+07
Q9BQ52	RNZ2_HUMAN	ELAC2	Zinc phosphodiesterase ELAC protein 2	1.34101e+07
Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	1.41511e+07
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	2.16566e+07
Q9BQ69	MACD1_HUMAN	MACROD1	ADP-ribose glycohydrolase MACROD1	4.07037e+07
Q9BQ70	TCF25_HUMAN	TCF25	Ribosome quality control complex subunit TCF25	2.0478e+06
Q9BQ95	ECSIT_HUMAN	ECSIT	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	1.13806e+06
Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein WDR77	1.48949e+07
Q9BQA9	CYBC1_HUMAN	CYBC1	Cytochrome b-245 chaperone 1	7.68949e+06
Q9BQC3	DPH2_HUMAN	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	9.88757e+06
Q9BQF6	SENP7_HUMAN	SENP7	Sentrin-specific protease 7	1.50049e+06
Q9BQG0	MBB1A_HUMAN	MYBBP1A	Myb-binding protein 1A	1.56403e+07
Q9BQI0	AIF1L_HUMAN	AIF1L	Allograft inflammatory factor 1-like	1.38834e+07
Q9BQP7	MGME1_HUMAN	MGME1	Mitochondrial genome maintenance exonuclease 1	5.70515e+06
Q9BQS8	FYCO1_HUMAN	FYCO1	FYVE and coiled-coil domain-containing protein 1	2.33804e+07
Q9BR39	JPH2_HUMAN	JPH2	Junctophilin-2	2.10327e+07
Q9BR61	ACBD6_HUMAN	ACBD6	Acyl-CoA-binding domain-containing protein 6	1.85507e+06
Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	6.14014e+07
Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	4.96329e+07
Q9BRF8	CPPED_HUMAN	CPPED1	Serine/threonine-protein phosphatase CPPED1	1.23719e+07
Q9BRG1	VPS25_HUMAN	VPS25	Vacuolar protein-sorting-associated protein 25	1.29641e+07
Q9BRJ6	CG050_HUMAN	C7orf50	Uncharacterized protein C7orf50	1.97232e+07
Q9BRJ7	TIRR_HUMAN	NUDT16L1	Tudor-interacting repair regulator protein	1.01678e+07
Q9BRK3	MXRA8_HUMAN	MXRA8	Matrix remodeling-associated protein 8	1.43604e+07
Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein	5.04048e+06
Q9BRP4	PAAF1_HUMAN	PAAF1	Proteasomal ATPase-associated factor 1	7.54296e+06
Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	6.84161e+06
Q9BRQ6	MIC25_HUMAN	CHCHD6	MICOS complex subunit MIC25	972180
Q9BRR6	ADPGK_HUMAN	ADPGK	ADP-dependent glucokinase	1.27952e+07
Q9BRR8	GPTC1_HUMAN	GPATCH1	G patch domain-containing protein 1	1.4881e+06
Q9BRS2	RIOK1_HUMAN	RIOK1	Serine/threonine-protein kinase RIO1	8.35563e+06
Q9BRT2	UQCC2_HUMAN	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	6.92095e+06
Q9BRT3	MIEN1_HUMAN	MIEN1	Migration and invasion enhancer 1	5.57695e+06
Q9BRT6	LLPH_HUMAN	LLPH	Protein LLP homolog	2.36506e+07
Q9BRT9	SLD5_HUMAN	GINS4	DNA replication complex GINS protein SLD5	3.24652e+07
Q9BRX2	PELO_HUMAN	PELO	Protein pelota homolog	8.09233e+06
Q9BRX5	PSF3_HUMAN	GINS3	DNA replication complex GINS protein PSF3	6.70093e+06
Q9BRX8	PXL2A_HUMAN	PRXL2A	Peroxiredoxin-like 2A	9.8599e+06
Q9BRX9	WDR83_HUMAN	WDR83	WD repeat domain-containing protein 83	2.14649e+06
Q9BRZ2	TRI56_HUMAN	TRIM56	E3 ubiquitin-protein ligase TRIM56	7.90847e+06
Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44	3.01938e+07
Q9BS40	LXN_HUMAN	LXN	Latexin	4.32442e+06
Q9BSA4	TTYH2_HUMAN	TTYH2	Protein tweety homolog 2	1.492e+07
Q9BSC4	NOL10_HUMAN	NOL10	Nucleolar protein 10	9.65736e+06
Q9BSD7	NTPCR_HUMAN	NTPCR	Cancer-related nucleoside-triphosphatase	4.40946e+07
Q9BSH4	TACO1_HUMAN	TACO1	Translational activator of cytochrome c oxidase 1	4.6689e+06
Q9BSH5	HDHD3_HUMAN	HDHD3	Haloacid dehalogenase-like hydrolase domain-containing protein 3	3.85916e+06
Q9BSJ2	GCP2_HUMAN	TUBGCP2	Gamma-tubulin complex component 2	1.15696e+07
Q9BSJ8	ESYT1_HUMAN	ESYT1	Extended synaptotagmin-1	6.83481e+07
Q9BSL1	UBAC1_HUMAN	UBAC1	Ubiquitin-associated domain-containing protein 1	761333
Q9BSM1	PCGF1_HUMAN	PCGF1	Polycomb group RING finger protein 1	919334
Q9BSQ5	CCM2_HUMAN	CCM2	Cerebral cavernous malformations 2 protein	679375
Q9BSR8	YIPF4_HUMAN	YIPF4	Protein YIPF4	6.21312e+06
Q9BST9	RTKN_HUMAN	RTKN	Rhotekin	3.29448e+07
Q9BSV6	SEN34_HUMAN	TSEN34	tRNA-splicing endonuclease subunit Sen34	4.04335e+06
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3	2.08152e+07
Q9BT25	HAUS8_HUMAN	HAUS8	HAUS augmin-like complex subunit 8	925479
Q9BT40	INP5K_HUMAN	INPP5K	Inositol polyphosphate 5-phosphatase K	1.156e+06
Q9BT73	PSMG3_HUMAN	PSMG3	Proteasome assembly chaperone 3	8.18479e+06
Q9BT78	CSN4_HUMAN	COPS4	COP9 signalosome complex subunit 4	3.75668e+07
Q9BTA9	WAC_HUMAN	WAC	WW domain-containing adapter protein with coiled-coil	3.58967e+06
Q9BTC0	DIDO1_HUMAN	DIDO1	Death-inducer obliterator 1	3.85754e+07
Q9BTC8	MTA3_HUMAN	MTA3	Metastasis-associated protein MTA3	8.86728e+06
Q9BTD8	RBM42_HUMAN	RBM42	RNA-binding protein 42	9.88836e+06
Q9BTE3	MCMBP_HUMAN	MCMBP	Mini-chromosome maintenance complex-binding protein	8.27775e+06
Q9BTE6	AASD1_HUMAN	AARSD1	Alanyl-tRNA editing protein Aarsd1	1.11765e+07
Q9BTE7	DCNL5_HUMAN	DCUN1D5	DCN1-like protein 5	5.2189e+06
Q9BTL3	RAMAC_HUMAN	RAMAC	RNA guanine-N7 methyltransferase activating subunit	3.29708e+07
Q9BTM9	URM1_HUMAN	URM1	Ubiquitin-related modifier 1	7.09479e+06
Q9BTP6	ZBED2_HUMAN	ZBED2	Zinc finger BED domain-containing protein 2	3.15554e+07
Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.38752e+08
Q9BTT4	MED10_HUMAN	MED10	Mediator of RNA polymerase II transcription subunit 10	1.74188e+06
Q9BTU6	P4K2A_HUMAN	PI4K2A	Phosphatidylinositol 4-kinase type 2-alpha	9.0039e+06
Q9BTV4	TMM43_HUMAN	TMEM43	Transmembrane protein 43	3.27275e+07
Q9BTV5	FSD1_HUMAN	FSD1	Fibronectin type III and SPRY domain-containing protein 1	1.93802e+06
Q9BTW9	TBCD_HUMAN	TBCD	Tubulin-specific chaperone D	1.77396e+07
Q9BTX1	NDC1_HUMAN	NDC1	Nucleoporin NDC1	4.51632e+06
Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase	6.46689e+06
Q9BTY7	HGH1_HUMAN	HGH1	Protein HGH1 homolog	6.94145e+07
Q9BTZ2	DHRS4_HUMAN	DHRS4	Dehydrogenase/reductase SDR family member 4	3.95338e+07
Q9BU23	LMF2_HUMAN	LMF2	Lipase maturation factor 2	2.71709e+06
Q9BU61	NDUF3_HUMAN	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	1.40513e+07
Q9BU76	MMTA2_HUMAN	MMTAG2	Multiple myeloma tumor-associated protein 2	9.81472e+06
Q9BU89	DOHH_HUMAN	DOHH	Deoxyhypusine hydroxylase	1.77824e+06
Q9BUA3	SPNDC_HUMAN	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	8.48563e+06
Q9BUD6	SPON2_HUMAN	SPON2	Spondin-2	1.04373e+08
Q9BUE0	MED18_HUMAN	MED18	Mediator of RNA polymerase II transcription subunit 18	4.72089e+06
Q9BUF5	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	3.89883e+08
Q9BUH6	PAXX_HUMAN	PAXX	Protein PAXX	1.8341e+07
Q9BUI4	RPC3_HUMAN	POLR3C	DNA-directed RNA polymerase III subunit RPC3	1.75388e+07
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	1.06362e+08
Q9BUK6	MSTO1_HUMAN	MSTO1	Protein misato homolog 1	2.77826e+07
Q9BUL5	PHF23_HUMAN	PHF23	PHD finger protein 23	9.95995e+06
Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	1.02024e+07
Q9BUN8	DERL1_HUMAN	DERL1	Derlin-1	3.2179e+07
Q9BUQ8	DDX23_HUMAN	DDX23	Probable ATP-dependent RNA helicase DDX23	2.5118e+07
Q9BUR5	MIC26_HUMAN	APOO	MICOS complex subunit MIC26	5.44619e+06
Q9BUT1	DHRS6_HUMAN	BDH2	Dehydrogenase/reductase SDR family member 6	1.46077e+07
Q9BV20	MTNA_HUMAN	MRI1	Methylthioribose-1-phosphate isomerase	1.23139e+07
Q9BV38	WDR18_HUMAN	WDR18	WD repeat-containing protein 18	5.61831e+07
Q9BV44	THUM3_HUMAN	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	3.20658e+06
Q9BV57	MTND_HUMAN	ADI1	Acireductone dioxygenase	1.39111e+08
Q9BV86	NTM1A_HUMAN	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	8.86738e+06
Q9BVA1	TBB2B_HUMAN	TUBB2B	Tubulin beta-2B chain	2.01918e+08
Q9BVA6	FICD_HUMAN	FICD	Protein adenylyltransferase FICD	2.12225e+08
Q9BVC5	ASHWN_HUMAN	C2orf49	Ashwin	3.71749e+06
Q9BVC6	TM109_HUMAN	TMEM109	Transmembrane protein 109	1.73468e+08
Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.37787e+07
Q9BVH7	SIA7E_HUMAN	ST6GALNAC5	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	1.28273e+07
Q9BVI4	NOC4L_HUMAN	NOC4L	Nucleolar complex protein 4 homolog	3.19769e+07
Q9BVJ6	UT14A_HUMAN	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	1.11473e+07
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9	6.45207e+07
Q9BVL2	NUP58_HUMAN	NUP58	Nucleoporin p58/p45	8.24503e+06
Q9BVN2	RUSC1_HUMAN	RUSC1	AP-4 complex accessory subunit RUSC1	6.34013e+07
Q9BVP2	GNL3_HUMAN	GNL3	Guanine nucleotide-binding protein-like 3	1.72351e+07
Q9BVQ7	AFG2B_HUMAN	AFG2B	ATPase family gene 2 protein homolog B	999420
Q9BVS4	RIOK2_HUMAN	RIOK2	Serine/threonine-protein kinase RIO2	7.234e+06
Q9BVS5	TR61B_HUMAN	TRMT61B	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	581059
Q9BW27	NUP85_HUMAN	NUP85	Nuclear pore complex protein Nup85	1.68639e+07
Q9BW30	TPPP3_HUMAN	TPPP3	Tubulin polymerization-promoting protein family member 3	1.98189e+07
Q9BW83	IFT27_HUMAN	IFT27	Intraflagellar transport protein 27 homolog	5.60827e+06
Q9BW85	YJU2_HUMAN	YJU2	Splicing factor YJU2	8.22428e+08
Q9BW91	NUDT9_HUMAN	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	1.07477e+07
Q9BW92	SYTM_HUMAN	TARS2	Threonine--tRNA ligase, mitochondrial	5.09856e+07
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	2.54003e+07
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	4.73666e+07
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	2.94583e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	5.79677e+07
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	3.41111e+07
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	2.17812e+07
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	4.4698e+06
Q9BWU1	CDK19_HUMAN	CDK19	Cyclin-dependent kinase 19	7.055e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	2.33895e+07
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	4.05347e+06
Q9BX67	JAM3_HUMAN	JAM3	Junctional adhesion molecule C	7.67591e+06
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	1.30365e+07
Q9BX70	BTBD2_HUMAN	BTBD2	BTB/POZ domain-containing protein 2	3.39584e+06
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	1.55656e+07
Q9BXB1	LGR4_HUMAN	LGR4	Leucine-rich repeat-containing G-protein coupled receptor 4	1.99611e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	1.40289e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	340983
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	3.60512e+06
Q9BXJ0	C1QT5_HUMAN	C1QTNF5	Complement C1q tumor necrosis factor-related protein 5	2.38224e+07
Q9BXJ3	C1QT4_HUMAN	C1QTNF4	Complement C1q tumor necrosis factor-related protein 4	4.91209e+07
Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	2.22266e+07
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.33045e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	9.73498e+06
Q9BXM0	PRAX_HUMAN	PRX	Periaxin	3.05449e+07
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	7.23761e+07
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	8.62584e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	4.52427e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	3.29825e+07
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	1.4084e+07
Q9BXT2	CCG6_HUMAN	CACNG6	Voltage-dependent calcium channel gamma-6 subunit	1.37451e+08
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	2.54556e+07
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	9.33645e+06
Q9BY11	PACN1_HUMAN	PACSIN1	Protein kinase C and casein kinase substrate in neurons protein 1	3.61987e+07
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	2.97528e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	1.11881e+08
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	2.34837e+07
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	1.02585e+07
Q9BY67	CADM1_HUMAN	CADM1	Cell adhesion molecule 1	3.77388e+07
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.73608e+07
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	1.50021e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	2.3519e+07
Q9BYG5	PAR6B_HUMAN	PARD6B	Partitioning defective 6 homolog beta	4.62686e+06
Q9BYI3	HYCCI_HUMAN	HYCC1	Hyccin	3.54587e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	5.47168e+06
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	7.09545e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	3.46403e+07
Q9BYX2	TBD2A_HUMAN	TBC1D2	TBC1 domain family member 2A	9.34279e+06
Q9BYX7	ACTBM_HUMAN	POTEKP	Putative beta-actin-like protein 3	1.08135e+09
Q9BZ29	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9	8.15237e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	4.66695e+06
Q9BZ76	CNTP3_HUMAN	CNTNAP3	Contactin-associated protein-like 3	2.78609e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	1.95706e+07
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	1.48821e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	7.46654e+06
Q9BZF3	OSBL6_HUMAN	OSBPL6	Oxysterol-binding protein-related protein 6	3.56313e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	5.97005e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	1.54249e+07
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.11287e+07
Q9BZI7	REN3B_HUMAN	UPF3B	Regulator of nonsense transcripts 3B	1.65812e+07
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	3.63154e+07
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	2.59825e+07
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	5.87651e+06
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	9.50791e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	4.99548e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	3.42963e+07
Q9BZR6	RTN4R_HUMAN	RTN4R	Reticulon-4 receptor	2.10115e+06
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	1.47692e+07
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	4.19926e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	8.60784e+07
Q9C004	SPY4_HUMAN	SPRY4	Protein sprouty homolog 4	8.97119e+06
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	9.7791e+08
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	9.57546e+08
Q9C040	TRIM2_HUMAN	TRIM2	Tripartite motif-containing protein 2	7.00265e+06
Q9C099	LRCC1_HUMAN	LRRCC1	Leucine-rich repeat and coiled-coil domain-containing protein 1	5.57471e+06
Q9C0B0	UNK_HUMAN	UNK	RING finger protein unkempt homolog	9.40627e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	3.94715e+07
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	2.12983e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	1.96052e+07
Q9C0C4	SEM4C_HUMAN	SEMA4C	Semaphorin-4C	3.87085e+06
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	1.0249e+07
Q9C0D3	ZY11B_HUMAN	ZYG11B	Protein zyg-11 homolog B	2.94508e+06
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	4.75427e+06
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	1.10421e+07
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	3.34086e+07
Q9C0H2	TTYH3_HUMAN	TTYH3	Protein tweety homolog 3	3.83774e+07
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	1.02631e+07
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	1.55425e+07
Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	2.27106e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	1.39488e+07
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	1.65509e+07
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	3.5184e+07
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	5.20109e+06
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	4.71887e+06
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	2.24139e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	3.69131e+07
Q9GZT4	SRR_HUMAN	SRR	Serine racemase	1.06932e+07
Q9GZT6	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	5.15203e+06
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	2.55681e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	3.33911e+06
Q9GZU2	PEG3_HUMAN	PEG3	Paternally-expressed gene 3 protein	1.12469e+07
Q9GZU7	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	4.72544e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	5.46187e+06
Q9GZX9	TWSG1_HUMAN	TWSG1	Twisted gastrulation protein homolog 1	7.11297e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	1.45545e+07
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	1.08454e+07
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	9.98003e+06
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	3.41751e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	3.66197e+06
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	8.35002e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	1.36795e+07
Q9H081	MIS12_HUMAN	MIS12	Protein MIS12 homolog	1.39696e+06
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	7.05671e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	6.37358e+08
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	2.26932e+08
Q9H0B8	CRLD2_HUMAN	CRISPLD2	Cysteine-rich secretory protein LCCL domain-containing 2	5.63784e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	3.94691e+07
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	4.94274e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	1.50263e+07
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	9.35224e+06
Q9H0E9	BRD8_HUMAN	BRD8	Bromodomain-containing protein 8	1.05324e+07
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	4.778e+06
Q9H0H0	INT2_HUMAN	INTS2	Integrator complex subunit 2	4.13247e+06
Q9H0H5	RGAP1_HUMAN	RACGAP1	Rac GTPase-activating protein 1	2.51094e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	3.4702e+06
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	1.55765e+07
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	8.80348e+06
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	2.26176e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	1.00696e+07
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	1.18403e+06
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1.25796e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	6.129e+06
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	2.06067e+08
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	2.27986e+06
Q9H0U9	TSYL1_HUMAN	TSPYL1	Testis-specific Y-encoded-like protein 1	8.26426e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	1.6155e+07
Q9H0W5	CCDC8_HUMAN	CCDC8	Coiled-coil domain-containing protein 8	7.95563e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	1.77234e+07
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	3.99376e+06
Q9H0Z9	RBM38_HUMAN	RBM38	RNA-binding protein 38	4.45955e+06
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	1.64479e+07
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	2.56556e+07
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	2.98725e+07
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	6.55279e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	2.92134e+07
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	3.22181e+06
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	5.00942e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3.94869e+06
Q9H1K0	RBNS5_HUMAN	RBSN	Rabenosyn-5	9.61626e+06
