Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-6.mzML
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	4.44806e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	1.01398e+07
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	7.51449e+06
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	1.24672e+07
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	8.44349e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3.61064e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.31387e+06
Q9H1Y0	ATG5_HUMAN	ATG5	Autophagy protein 5	4.45826e+06
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	4.83765e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	4.12694e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	7.61113e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	1.6974e+07
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	1.47521e+07
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	8.95593e+07
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	2.98688e+07
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.59426e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	1.19585e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	7.61732e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	7.82748e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	8.67107e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	1.66359e+07
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	3.37118e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	4.24441e+06
Q9H307	PININ_HUMAN	PNN	Pinin	6.48159e+06
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	2.07365e+06
Q9H3F6	BACD3_HUMAN	KCTD10	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	3.72302e+06
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	3.14158e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	1.27445e+07
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	2.37777e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	3.80074e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	1.01666e+07
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	5.781e+06
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	4.57348e+06
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	1.1644e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	2.7051e+07
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	5.38725e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	6.65731e+06
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	6.22778e+07
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	5.06226e+06
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	1.49624e+07
Q9H492	MLP3A_HUMAN	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	3.2732e+07
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	1.18945e+08
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	2.86341e+07
Q9H4B7	TBB1_HUMAN	TUBB1	Tubulin beta-1 chain	7.22001e+06
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	1.76101e+07
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	7.09851e+07
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	2.65252e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	2.71284e+06
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	1.23103e+07
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	1.16274e+06
Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	5.05401e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	1.10714e+07
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor	8.36613e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	2.1774e+06
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	3.61163e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	6.41676e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	2.25222e+07
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	7.32167e+06
Q9H7C4	SYNCI_HUMAN	SYNC	Syncoilin	1.56684e+07
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	7.6757e+08
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	1.04959e+07
Q9H7P9	PKHG2_HUMAN	PLEKHG2	Pleckstrin homology domain-containing family G member 2	1.46068e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	1.94112e+07
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	1.03508e+07
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	5.15093e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	2.22763e+06
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	3.86228e+06
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	4.68235e+07
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	1.05638e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	tRNA endonuclease ANKZF1	4.98113e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	1.61136e+07
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	8.08641e+06
Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	1.4577e+06
Q9H999	PANK3_HUMAN	PANK3	Pantothenate kinase 3	2.2496e+07
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	1.61677e+07
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	8.19277e+06
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	3.49596e+07
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	2.77231e+07
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	1.10723e+07
Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	4.43234e+06
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	1.58199e+06
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	2.90595e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	1.6179e+07
Q9H9S4	CB39L_HUMAN	CAB39L	Calcium-binding protein 39-like	4.08293e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	5.64997e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	1.47511e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	2.20151e+07
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.72489e+07
Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	8.16671e+06
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	4.06132e+06
Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	1.5894e+08
Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	7.96875e+06
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	7.70392e+06
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	2.93689e+07
Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	2.04529e+07
Q9HB90	RRAGC_HUMAN	RRAGC	Ras-related GTP-binding protein C	1.24072e+07
Q9HBF4	ZFYV1_HUMAN	ZFYVE1	Zinc finger FYVE domain-containing protein 1	1.08313e+06
Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	9.50597e+06
Q9HBL0	TENS1_HUMAN	TNS1	Tensin-1	2.17955e+08
Q9HBL7	PLRKT_HUMAN	PLGRKT	Plasminogen receptor (KT)	1.29707e+07
Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	3.29666e+06
Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	9.00004e+06
Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	1.68121e+07
Q9HC78	ZBT20_HUMAN	ZBTB20	Zinc finger and BTB domain-containing protein 20	5.53018e+06
Q9HCB6	SPON1_HUMAN	SPON1	Spondin-1	9.49066e+06
Q9HCC0	MCCB_HUMAN	MCCC2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	9.20591e+06
Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	1.25707e+07
Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	4.17991e+06
Q9HCJ6	VAT1L_HUMAN	VAT1L	Synaptic vesicle membrane protein VAT-1 homolog-like	2.85059e+07
Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	991358
Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	3.79466e+06
Q9HCU0	CD248_HUMAN	CD248	Endosialin	2.16402e+06
Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	2.34265e+07
Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	6.8001e+06
Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	6.02904e+06
Q9HD33	RM47_HUMAN	MRPL47	Large ribosomal subunit protein uL29m	1.04425e+07
Q9HD34	LYRM4_HUMAN	LYRM4	LYR motif-containing protein 4	3.95936e+06
Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	2.34506e+07
Q9HD47	MOG1_HUMAN	RANGRF	Ran guanine nucleotide release factor	2.89027e+06
Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	6.01286e+07
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	1.00178e+07
Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	3.17982e+07
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	7.44358e+06
Q9NP79	VTA1_HUMAN	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	8.90635e+06
Q9NP81	SYSM_HUMAN	SARS2	Serine--tRNA ligase, mitochondrial	9.03745e+06
Q9NP97	DLRB1_HUMAN	DYNLRB1	Dynein light chain roadblock-type 1	7.33157e+07
Q9NPA8	ENY2_HUMAN	ENY2	Transcription and mRNA export factor ENY2	4.77112e+06
Q9NPD3	EXOS4_HUMAN	EXOSC4	Exosome complex component RRP41	3.36952e+06
Q9NPF4	OSGEP_HUMAN	OSGEP	tRNA N6-adenosine threonylcarbamoyltransferase	1.29017e+07
Q9NPF5	DMAP1_HUMAN	DMAP1	DNA methyltransferase 1-associated protein 1	2.30966e+06
Q9NPH2	INO1_HUMAN	ISYNA1	Inositol-3-phosphate synthase 1	9.79878e+06
Q9NPI6	DCP1A_HUMAN	DCP1A	mRNA-decapping enzyme 1A	4.99933e+06
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13	9.1728e+06
Q9NPQ8	RIC8A_HUMAN	RIC8A	Synembryn-A	2.71987e+07
Q9NPY3	C1QR1_HUMAN	CD93	Complement component C1q receptor	3.64054e+06
Q9NQ29	LUC7L_HUMAN	LUC7L	Putative RNA-binding protein Luc7-like 1	4.47597e+06
Q9NQ48	LZTL1_HUMAN	LZTFL1	Leucine zipper transcription factor-like protein 1	1.39221e+07
Q9NQ79	CRAC1_HUMAN	CRTAC1	Cartilage acidic protein 1	3.67451e+06
Q9NQ88	TIGAR_HUMAN	TIGAR	Fructose-2,6-bisphosphatase TIGAR	6.99983e+06
Q9NQC3	RTN4_HUMAN	RTN4	Reticulon-4	1.94703e+08
Q9NQE9	HINT3_HUMAN	HINT3	Adenosine 5'-monophosphoramidase HINT3	7.91484e+06
Q9NQG5	RPR1B_HUMAN	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	9.73821e+06
Q9NQP4	PFD4_HUMAN	PFDN4	Prefoldin subunit 4	1.8159e+07
Q9NQR4	NIT2_HUMAN	NIT2	Omega-amidase NIT2	2.25822e+07
Q9NQW7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1	1.46256e+07
Q9NQZ2	SAS10_HUMAN	UTP3	Something about silencing protein 10	1.19748e+06
Q9NR09	BIRC6_HUMAN	BIRC6	Baculoviral IAP repeat-containing protein 6	3.65475e+06
Q9NR12	PDLI7_HUMAN	PDLIM7	PDZ and LIM domain protein 7	5.26938e+08
Q9NR19	ACSA_HUMAN	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic	4.72822e+06
Q9NR28	DBLOH_HUMAN	DIABLO	Diablo IAP-binding mitochondrial protein	2.18014e+07
Q9NR30	DDX21_HUMAN	DDX21	Nucleolar RNA helicase 2	3.81206e+06
Q9NR31	SAR1A_HUMAN	SAR1A	GTP-binding protein SAR1a	3.109e+07
Q9NR45	SIAS_HUMAN	NANS	Sialic acid synthase	4.74504e+07
Q9NR46	SHLB2_HUMAN	SH3GLB2	Endophilin-B2	1.00508e+08
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma	9.51079e+06
Q9NR99	MXRA5_HUMAN	MXRA5	Matrix-remodeling-associated protein 5	3.44937e+06
Q9NRF8	PYRG2_HUMAN	CTPS2	CTP synthase 2	7.3375e+06
Q9NRG1	PRDC1_HUMAN	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	7.28059e+06
Q9NRG9	AAAS_HUMAN	AAAS	Aladin	1.34592e+07
Q9NRN5	OLFL3_HUMAN	OLFML3	Olfactomedin-like protein 3	1.99073e+07
Q9NRN7	ADPPT_HUMAN	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	1.80013e+07
Q9NRN9	METL5_HUMAN	METTL5	rRNA N6-adenosine-methyltransferase METTL5	1.55544e+06
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4	3.09744e+07
Q9NRS6	SNX15_HUMAN	SNX15	Sorting nexin-15	3.97742e+06
Q9NRV9	HEBP1_HUMAN	HEBP1	Heme-binding protein 1	3.01747e+07
Q9NRW7	VPS45_HUMAN	VPS45	Vacuolar protein sorting-associated protein 45	1.15946e+07
Q9NRX4	PHP14_HUMAN	PHPT1	14 kDa phosphohistidine phosphatase	3.29849e+07
Q9NRY4	RHG35_HUMAN	ARHGAP35	Rho GTPase-activating protein 35	8.69438e+06
Q9NRY6	PLS3_HUMAN	PLSCR3	Phospholipid scramblase 3	8.61775e+06
Q9NS15	LTBP3_HUMAN	LTBP3	Latent-transforming growth factor beta-binding protein 3	1.48497e+06
Q9NS86	LANC2_HUMAN	LANCL2	LanC-like protein 2	6.2798e+06
Q9NSD9	SYFB_HUMAN	FARSB	Phenylalanine--tRNA ligase beta subunit	2.59876e+07
Q9NSE4	SYIM_HUMAN	IARS2	Isoleucine--tRNA ligase, mitochondrial	1.97462e+07
Q9NSK0	KLC4_HUMAN	KLC4	Kinesin light chain 4	1.12519e+07
Q9NSY2	STAR5_HUMAN	STARD5	StAR-related lipid transfer protein 5	4.51162e+06
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3	1.79515e+07
Q9NTG7	SIR3_HUMAN	SIRT3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	999320
Q9NTI5	PDS5B_HUMAN	PDS5B	Sister chromatid cohesion protein PDS5 homolog B	6.22789e+06
Q9NTJ4	MA2C1_HUMAN	MAN2C1	Alpha-mannosidase 2C1	5.20194e+06
Q9NTJ5	SAC1_HUMAN	SACM1L	Phosphatidylinositol-3-phosphatase SAC1	2.49492e+07
Q9NTK5	OLA1_HUMAN	OLA1	Obg-like ATPase 1	2.29992e+07
Q9NTX5	ECHD1_HUMAN	ECHDC1	Ethylmalonyl-CoA decarboxylase	1.81568e+07
Q9NTZ6	RBM12_HUMAN	RBM12	RNA-binding protein 12	4.51183e+07
Q9NUB1	ACS2L_HUMAN	ACSS1	Acetyl-coenzyme A synthetase 2-like, mitochondrial	6.23091e+06
Q9NUD5	ZCHC3_HUMAN	ZCCHC3	Zinc finger CCHC domain-containing protein 3	1.89441e+06
Q9NUI1	DECR2_HUMAN	DECR2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	3.22654e+06
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial	8.67174e+06
Q9NUP1	BL1S4_HUMAN	BLOC1S4	Biogenesis of lysosome-related organelles complex 1 subunit 4	4.70475e+06
Q9NUP9	LIN7C_HUMAN	LIN7C	Protein lin-7 homolog C	1.29491e+07
Q9NUQ2	PLCE_HUMAN	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	8.29308e+06
Q9NUQ7	UFSP2_HUMAN	UFSP2	Ufm1-specific protease 2	5.83847e+06
Q9NUQ8	ABCF3_HUMAN	ABCF3	ATP-binding cassette sub-family F member 3	4.20474e+06
Q9NUQ9	CYRIB_HUMAN	CYRIB	CYFIP-related Rac1 interactor B	2.39952e+07
Q9NUT2	MITOS_HUMAN	ABCB8	Mitochondrial potassium channel ATP-binding subunit	2.64886e+06
Q9NUU7	DD19A_HUMAN	DDX19A	ATP-dependent RNA helicase DDX19A	2.19705e+07
Q9NUV9	GIMA4_HUMAN	GIMAP4	GTPase IMAP family member 4	2.60047e+07
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	2.95838e+06
Q9NV70	EXOC1_HUMAN	EXOC1	Exocyst complex component 1	9.21185e+06
Q9NV96	CC50A_HUMAN	TMEM30A	Cell cycle control protein 50A	1.14799e+06
Q9NVA2	SEP11_HUMAN	SEPTIN11	Septin-11	1.02838e+08
Q9NVD7	PARVA_HUMAN	PARVA	Alpha-parvin	2.12025e+08
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	4.73667e+06
Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	2.94893e+06
Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	3.61661e+06
Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	3.89986e+07
Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	1.29873e+07
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	9.12457e+06
Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	2.36527e+07
Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	3.86467e+06
Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	5.57287e+06
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	1.39828e+07
Q9NVZ3	NECP2_HUMAN	NECAP2	Adaptin ear-binding coat-associated protein 2	1.13664e+07
Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	7.29801e+06
Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	8.77636e+06
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	3.99711e+06
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	5.82709e+06
Q9NWT6	HIF1N_HUMAN	HIF1AN	Hypoxia-inducible factor 1-alpha inhibitor	1.98107e+07
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	9.58062e+06
Q9NWU5	RM22_HUMAN	MRPL22	Large ribosomal subunit protein uL22m	7.30112e+06
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	4.22525e+07
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	6.97656e+06
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	4.03021e+06
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	8.88364e+06
Q9NX05	F120C_HUMAN	FAM120C	Constitutive coactivator of PPAR-gamma-like protein 2	5.84418e+06
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	3.45872e+06
Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	1.09847e+07
Q9NX20	RM16_HUMAN	MRPL16	Large ribosomal subunit protein uL16m	2.29242e+06
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	5.72063e+07
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	1.5155e+07
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	8.10086e+06
Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	4.216e+07
Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	3.6127e+06
Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	1.39014e+06
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	1.14557e+07
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	2.17655e+07
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	4.09876e+06
Q9NXU5	ARL15_HUMAN	ARL15	ADP-ribosylation factor-like protein 15	3.66558e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	2.62313e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	3.95117e+06
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	1.69697e+07
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	4.97288e+07
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	1.4818e+07
Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	1.67966e+07
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	1.13345e+07
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	4.70561e+06
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	3.64813e+07
Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	1.83976e+07
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	2.3265e+07
Q9NYN1	RASLC_HUMAN	RASL12	Ras-like protein family member 12	1.35921e+07
Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	390342
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	4.65806e+07
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	5.27483e+06
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	3.64967e+07
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	9.91189e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	8.38912e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	7.5297e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	1.75674e+07
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	1.85368e+07
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	5.19813e+06
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	9.79843e+06
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	2.6166e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	1.53008e+08
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	2.3336e+06
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	1.6664e+08
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	4.43094e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	7.04273e+06
Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein	2.80889e+07
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	1.60081e+06
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	4.30957e+06
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	1.75458e+07
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	7.0768e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	3.02417e+06
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	1.07726e+07
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.52441e+07
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	2.88358e+07
