Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
Q8WUN7	UBTD2_HUMAN	UBTD2	Ubiquitin domain-containing protein 2	2.23512e+06
Q8WUQ7	CATIN_HUMAN	CACTIN	Cactin	829853
Q8WUR7	CO040_HUMAN	C15orf40	UPF0235 protein C15orf40	5.18963e+06
Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	2.23804e+06
Q8WUX1	S38A5_HUMAN	SLC38A5	Sodium-coupled neutral amino acid transporter 5	2.55053e+07
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	1.34323e+06
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7	201637
Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6	8.52533e+06
Q8WV41	SNX33_HUMAN	SNX33	Sorting nexin-33	6.63969e+06
Q8WV74	NUDT8_HUMAN	NUDT8	Nucleoside diphosphate-linked moiety X motif 8	513721
Q8WVB6	CTF18_HUMAN	CHTF18	Chromosome transmission fidelity protein 18 homolog	2.19098e+06
Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1	3.07765e+06
Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	2.48311e+07
Q8WVK2	SNR27_HUMAN	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	3.77857e+06
Q8WVM0	TFB1M_HUMAN	TFB1M	Dimethyladenosine transferase 1, mitochondrial	482760
Q8WVM7	STAG1_HUMAN	STAG1	Cohesin subunit SA-1	1.12836e+06
Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	8.18795e+06
Q8WVV9	HNRLL_HUMAN	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	6.03854e+06
Q8WVX9	FACR1_HUMAN	FAR1	Fatty acyl-CoA reductase 1	1.30118e+06
Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	7.24483e+06
Q8WW01	SEN15_HUMAN	TSEN15	tRNA-splicing endonuclease subunit Sen15	2.66013e+06
Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	3.62035e+07
Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	2.06793e+06
Q8WWC4	MAIP1_HUMAN	MAIP1	m-AAA protease-interacting protein 1, mitochondrial	6.61113e+06
Q8WWH5	TRUB1_HUMAN	TRUB1	Probable tRNA pseudouridine synthase 1	4.2801e+06
Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7	2.97838e+07
Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1	7.46707e+06
Q8WWK9	CKAP2_HUMAN	CKAP2	Cytoskeleton-associated protein 2	1.85312e+06
Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	1.66268e+07
Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	4.63745e+06
Q8WWV3	RT4I1_HUMAN	RTN4IP1	Reticulon-4-interacting protein 1, mitochondrial	2.76591e+06
Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	1.37397e+07
Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	1.1593e+07
Q8WX93	PALLD_HUMAN	PALLD	Palladin	8.44316e+06
Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	6.09607e+06
Q8WXD5	GEMI6_HUMAN	GEMIN6	Gem-associated protein 6	3.03661e+06
Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	1.83694e+06
Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein	1.10793e+06
Q8WXH0	SYNE2_HUMAN	SYNE2	Nesprin-2	2.38956e+06
Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	1.16624e+07
Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta	5.75348e+06
Q8WXR4	MYO3B_HUMAN	MYO3B	Myosin-IIIb	689560
Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9	1.54041e+07
Q8WY22	BRI3B_HUMAN	BRI3BP	BRI3-binding protein	7.07599e+06
Q8WY36	BBX_HUMAN	BBX	HMG box transcription factor BBX	2.69824e+06
Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1	9.46133e+06
Q8WYP5	ELYS_HUMAN	AHCTF1	Protein ELYS	8.79033e+06
Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2	2.56497e+06
Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC	8.10004e+06
Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2	8.19981e+06
Q92478	CLC2B_HUMAN	CLEC2B	C-type lectin domain family 2 member B	4.72691e+06
Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	3.21026e+07
Q92506	DHB8_HUMAN	HSD17B8	Estradiol 17-beta-dehydrogenase 8	5.86245e+06
Q92508	PIEZ1_HUMAN	PIEZO1	Piezo-type mechanosensitive ion channel component 1	5.49875e+06
Q92522	H1X_HUMAN	H1-10	Histone H1.10	1.00893e+08
Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2	2.6228e+07
Q92530	PSMF1_HUMAN	PSMF1	Proteasome inhibitor PI31 subunit	3.7592e+06
Q92536	YLAT2_HUMAN	SLC7A6	Y+L amino acid transporter 2	253265
Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	2.19979e+06
Q92541	RTF1_HUMAN	RTF1	RNA polymerase-associated protein RTF1 homolog	1.0392e+07
Q92542	NICA_HUMAN	NCSTN	Nicastrin	9.97708e+06
Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4	6.12688e+06
Q92547	TOPB1_HUMAN	TOPBP1	DNA topoisomerase 2-binding protein 1	1.29608e+06
Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial	9.02675e+06
Q92572	AP3S1_HUMAN	AP3S1	AP-3 complex subunit sigma-1	4.64538e+06
Q92575	UBXN4_HUMAN	UBXN4	UBX domain-containing protein 4	3.35727e+06
Q92576	PHF3_HUMAN	PHF3	PHD finger protein 3	5.1564e+06
Q92581	SL9A6_HUMAN	SLC9A6	Sodium/hydrogen exchanger 6	2.01494e+06
Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	9.2016e+07
Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	2.16601e+07
Q92599	SEPT8_HUMAN	SEPTIN8	Septin-8	8.32594e+06
Q92600	CNOT9_HUMAN	CNOT9	CCR4-NOT transcription complex subunit 9	5.75694e+06
Q92604	LGAT1_HUMAN	LPGAT1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	164484
Q92609	TBCD5_HUMAN	TBC1D5	TBC1 domain family member 5	2.29773e+06
Q92610	ZN592_HUMAN	ZNF592	Zinc finger protein 592	2.3263e+06
Q92613	JADE3_HUMAN	JADE3	Protein Jade-3	1.97598e+06
Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa	3.92495e+06
Q92615	LAR4B_HUMAN	LARP4B	La-related protein 4B	3.51072e+06
Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	2.17462e+07
Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	5.18382e+06
Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205	1.30877e+07
Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	794214
Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase	4.5382e+06
Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial	3.9809e+06
Q92667	AKAP1_HUMAN	AKAP1	A-kinase anchor protein 1, mitochondrial	2.6592e+06
Q92685	ALG3_HUMAN	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	2.89543e+06
Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.73111e+08
Q92692	NECT2_HUMAN	NECTIN2	Nectin-2	4.82537e+06
Q92696	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha	2.06633e+06
Q92733	PRCC_HUMAN	PRCC	Proline-rich protein PRCC	4.12506e+06
Q92734	TFG_HUMAN	TFG	Protein TFG	3.24016e+07
Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	6.55557e+06
Q92766	RREB1_HUMAN	RREB1	Ras-responsive element-binding protein 1	1.12982e+06
Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	3.13587e+07
Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1	4.44671e+06
Q92785	REQU_HUMAN	DPF2	Zinc finger protein ubi-d4	1.64839e+06
Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3	4.72093e+06
Q92797	SYMPK_HUMAN	SYMPK	Symplekin	9.24221e+06
Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	6.32359e+07
Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	3.55591e+06
Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	1.37299e+08
Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	7.70947e+06
Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	1.62352e+07
Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1	1.18697e+07
Q92887	MRP2_HUMAN	ABCC2	Canalicular multispecific organic anion transporter 1	2.54046e+06
Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	5.86959e+06
Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF	1.30799e+06
Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1	6.2186e+06
Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	3.98044e+06
Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	1.4004e+07
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	9.42681e+06
Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein	6.47221e+06
Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	1.85112e+07
Q92925	SMRD2_HUMAN	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	2.61051e+06
Q92930	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B	2.5164e+07
Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	9.13862e+07
Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	3.53823e+06
Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	4.34659e+07
Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	5.35914e+06
Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	1.81939e+07
Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	4.18357e+06
Q92990	GLMN_HUMAN	GLMN	Glomulin	1.20634e+06
Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	6.92371e+06
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	2.05684e+07
Q93034	CUL5_HUMAN	CUL5	Cullin-5	1.8228e+06
Q93045	STMN2_HUMAN	STMN2	Stathmin-2	1.06319e+08
Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a1	2.22785e+06
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	9.54922e+06
Q93062	RBPMS_HUMAN	RBPMS	RNA-binding protein with multiple splicing	823347
Q93077	H2A1C_HUMAN	H2AC6	Histone H2A type 1-C	8.51139e+07
Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1	6.84088e+06
Q93100	KPBB_HUMAN	PHKB	Phosphorylase b kinase regulatory subunit beta	2.72361e+06
Q93169	MTNA_CAEEL	C01G10.9	Methylthioribose-1-phosphate isomerase	2.32896e+06
Q93235	AT1B1_CAEEL	nkb-1	Sodium/potassium-transporting ATPase subunit beta-1	1.25712e+07
Q93243	NAS37_CAEEL	nas-37	Zinc metalloproteinase nas-37	2.32427e+06
Q93244	CYSK1_CAEEL	cysl-1	Cysteine synthase 1	1.36735e+07
Q93341	DYR_CAEEL	dhfr-1	Putative dihydrofolate reductase	1.0643e+06
Q93353	IDH3B_CAEEL	idhb-1	Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.33464e+07
Q93379	GSHR_CAEEL	gsr-1	Glutathione reductase, mitochondrial	2.36988e+07
Q93408	YRGK_CAEEL	D2005.3	Uncharacterized protein D2005.3	5.9863e+06
Q93454	RAE1_CAEEL	rae-1	mRNA export factor rae-1	2.3781e+07
Q93459	NUBP1_CAEEL	nubp-1	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	6.26216e+06
Q93561	DERL1_CAEEL	cup-2	Derlin-1	2.01324e+06
Q93572	RLA0_CAEEL	rla-0	60S acidic ribosomal protein P0	2.65514e+08
Q93573	TCTP_CAEEL	tct-1	Translationally-controlled tumor protein homolog	1.17806e+08
Q93594	NCBP2_CAEEL	ncbp-2	Nuclear cap-binding protein subunit 2	3.41646e+06
Q93615	ETFA_CAEEL	F27D4.1	Probable electron transfer flavoprotein subunit alpha, mitochondrial	8.06611e+07
Q93618	ZC3HF_CAEEL	F27D4.4	Zinc finger CCCH domain-containing protein 15 homolog	1.01548e+07
Q93714	IDH3A_CAEEL	idha-1	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3.97667e+07
Q93725	NEDD8_CAEEL	ned-8	NEDD8	4.20584e+06
Q93761	YXEK_CAEEL	F53C11.3	Uncharacterized oxidoreductase F53C11.3	4.38309e+06
Q93796	NRF5_CAEEL	nrf-5	Nose resistant to fluoxetine protein 5	2.33296e+06
Q93841	PLC1_CAEEL	acl-1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1	4.51212e+07
Q93873	NDUS2_CAEEL	gas-1	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	8.07409e+06
Q94045	TCP4_CAEEL	T13F2.2	Putative RNA polymerase II transcriptional coactivator	1.92799e+06
Q94051	CAV1_CAEEL	cav-1	Caveolin-1	4.30282e+06
Q94053	MSP78_CAEEL	msp-78	Major sperm protein 78	6.66354e+06
Q94128	WRT1_CAEEL	wrt-1	Warthog protein 1	723675
Q94148	RAB10_CAEEL	rab-10	Ras-related protein Rab-10	1.00049e+07
Q94218	UFSP_CAEEL	odr-8	Ufm1-specific protease	3.39489e+06
Q94231	ARF11_CAEEL	arf-1.1	ADP-ribosylation factor 1-like 1	5.47457e+06
Q94261	EIF3M_CAEEL	cif-1	COP9/Signalosome and eIF3 complex-shared subunit 1	1.014e+07
Q94300	RL111_CAEEL	rpl-11.1	60S ribosomal protein L11-1	5.3077e+07
Q94360	NDUS7_CAEEL	nduf-7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.18079e+07
Q94392	NSF_CAEEL	nsf-1	Vesicle-fusing ATPase	6.00328e+06
Q94402	NOP16_CAEEL	nol-16	Nucleolar protein 16	1.72111e+06
Q94417	CLC91_CAEEL	clec-91	C-type lectin domain-containing protein 91	2.87976e+06
Q94986	RAB3_CAEEL	rab-3	Ras-related protein Rab-3	4.65359e+06
Q95003	GPX3_CAEEL	gpx-3	Glutathione peroxidase 3	7.37153e+06
Q95005	PSA7_CAEEL	pas-4	Proteasome subunit alpha type-7	5.99511e+07
Q95008	PSA5_CAEEL	pas-5	Proteasome subunit alpha type-5	9.44743e+07
Q95017	UBC9_CAEEL	ubc-9	SUMO-conjugating enzyme UBC9	1.16984e+07
Q95NM6	NUCG_CAEEL	cps-6	Endonuclease G, mitochondrial	2.58219e+06
Q95PZ0	CSN6_CAEEL	csn-6	COP9 signalosome complex subunit 6	2.64961e+06
Q95Q11	RT07_CAEEL	mrps-7	28S ribosomal protein S7, mitochondrial	2.51251e+06
Q95Q18	LACB2_CAEEL	Y53F4B.39	Beta-lactamase-like protein 2 homolog	2.05069e+06
Q95QA6	PAT12_CAEEL	pat-12	Protein pat-12	1.33257e+07
Q95QU0	PCID2_CAEEL	C27F2.10	PCI domain-containing protein 2 homolog	324074
Q95QW0	EIF3L_CAEEL	eif-3.L	Eukaryotic translation initiation factor 3 subunit L	7.6486e+06
Q95QZ9	NPL42_CAEEL	npl-4.2	Nuclear protein localization protein 4 homolog 2	4.49172e+06
Q95XD3	BL1S2_CAEEL	blos-2	Biogenesis of lysosome-related organelles complex 1 subunit 2	1.33468e+06
Q95XN2	MPPA_CAEEL	mppa-1	Mitochondrial-processing peptidase subunit alpha	3.90004e+06
Q95XP9	ZWILC_CAEEL	zwl-1	Protein zwilch homolog	2.34492e+07
Q95XQ8	MCM4_CAEEL	mcm-4	DNA replication licensing factor mcm-4	3.33986e+06
Q95XX0	UBC13_CAEEL	ubc-13	Ubiquitin-conjugating enzyme E2 13	2.73347e+07
Q95XX1	PNCB_CAEEL	nprt-1	Nicotinate phosphoribosyltransferase	722236
Q95Y04	RS28_CAEEL	rps-28	40S ribosomal protein S28	2.77239e+08
Q95Y71	RM45_CAEEL	mrpl-45	Probable 39S ribosomal protein L45, mitochondrial	1.35349e+06
Q95Y72	DSS1_CAEEL	dss-1	Probable 26S proteasome complex subunit dss-1	6.83293e+06
Q95Y80	BET1_CAEEL	bet-1	Bromodomain-containing protein bet-1	1.23144e+06
Q95Y83	RM19_CAEEL	mrpl-19	Probable 39S ribosomal protein L19, mitochondrial	1.12121e+06
Q95Y89	PESC_CAEEL	lpd-7	Pescadillo homolog	9.24572e+06
Q95Y90	RL9_CAEEL	rpl-9	60S ribosomal protein L9	1.63607e+08
Q95YF3	CGH1_CAEEL	cgh-1	ATP-dependent RNA helicase cgh-1	2.57622e+07
Q95ZI6	PITH1_CAEEL	ZK353.9	PITH domain-containing protein ZK353.9	3.74661e+06
Q95ZJ1	GALT5_CAEEL	gly-5	Polypeptide N-acetylgalactosaminyltransferase 5	961066
Q95ZQ4	AAPK2_CAEEL	aak-2	5'-AMP-activated protein kinase catalytic subunit alpha-2	2.36776e+06
Q965S8	EIF3I_CAEEL	eif-3.I	Eukaryotic translation initiation factor 3 subunit I	1.43908e+07
Q965W1	FABP9_CAEEL	lbp-9	Fatty acid-binding protein homolog 9	8.79442e+07
Q966C6	RL7A_CAEEL	rpl-7A	60S ribosomal protein L7a	1.66728e+08
Q966L5	SRRT_CAEEL	E01A2.2	Serrate RNA effector molecule homolog	4.88014e+06
Q966L9	GLH2_CAEEL	glh-2	ATP-dependent RNA helicase glh-2	1.51828e+06
Q967F4	HMR1_CAEEL	hmr-1	Cadherin-related hmr-1	1.09405e+06
Q969E2	SCAM4_HUMAN	SCAMP4	Secretory carrier-associated membrane protein 4	8.27679e+06
Q969E8	TSR2_HUMAN	TSR2	Pre-rRNA-processing protein TSR2 homolog	3.06311e+06
Q969F9	HPS3_HUMAN	HPS3	Hermansky-Pudlak syndrome 3 protein	1.05468e+06
Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	8.17008e+06
Q969G6	RIFK_HUMAN	RFK	Riboflavin kinase	1.01777e+06
Q969H8	MYDGF_HUMAN	MYDGF	Myeloid-derived growth factor	3.63578e+07
Q969L2	MAL2_HUMAN	MAL2	Protein MAL2	1.74584e+06
Q969N2	PIGT_HUMAN	PIGT	GPI transamidase component PIG-T	5.49119e+06
Q969Q0	RL36L_HUMAN	RPL36AL	60S ribosomal protein L36a-like	2.32441e+07
Q969S3	ZN622_HUMAN	ZNF622	Zinc finger protein 622	1.27953e+07
Q969S9	RRF2M_HUMAN	GFM2	Ribosome-releasing factor 2, mitochondrial	834035
Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	3.81432e+06
Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	6.07795e+06
Q969V3	NCLN_HUMAN	NCLN	Nicalin	6.84506e+06
Q969X5	ERGI1_HUMAN	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1	4.51751e+06
Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	7.96399e+06
Q969Y2	GTPB3_HUMAN	GTPBP3	tRNA modification GTPase GTPBP3, mitochondrial	3.4151e+06
Q969Z0	FAKD4_HUMAN	TBRG4	FAST kinase domain-containing protein 4	6.19252e+06
Q969Z3	MARC2_HUMAN	MTARC2	Mitochondrial amidoxime reducing component 2	1.47607e+06
Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A	6.07349e+07
Q96A33	CCD47_HUMAN	CCDC47	Coiled-coil domain-containing protein 47	9.00079e+06
Q96A35	RM24_HUMAN	MRPL24	39S ribosomal protein L24, mitochondrial	5.39454e+06
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1	9.99496e+06
Q96A57	TM230_HUMAN	TMEM230	Transmembrane protein 230	4.74784e+06
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	4.07297e+06
Q96AA3	RFT1_HUMAN	RFT1	Protein RFT1 homolog	2.28023e+06
Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	1.69046e+06
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	1.23352e+07
Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	8.42061e+07
Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	4.07998e+07
Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	858744
Q96AT1	K1143_HUMAN	KIAA1143	Uncharacterized protein KIAA1143	7.46531e+06
Q96AT9	RPE_HUMAN	RPE	Ribulose-phosphate 3-epimerase	7.21914e+06
Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A	8.04295e+06
Q96AY3	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	1.04659e+07
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28	590669
Q96B23	CR025_HUMAN	C18orf25	Uncharacterized protein C18orf25	395503
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	1.65393e+07
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	2.92039e+06
Q96B54	ZN428_HUMAN	ZNF428	Zinc finger protein 428	931142
Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1	4.97312e+06
Q96BD0	SO4A1_HUMAN	SLCO4A1	Solute carrier organic anion transporter family member 4A1	472925
Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	377324
Q96BJ3	AIDA_HUMAN	AIDA	Axin interactor, dorsalization-associated protein	1.62637e+06
Q96BJ8	ELMO3_HUMAN	ELMO3	Engulfment and cell motility protein 3	986499
Q96BM9	ARL8A_HUMAN	ARL8A	ADP-ribosylation factor-like protein 8A	3.72868e+06
Q96BN8	OTUL_HUMAN	OTULIN	Ubiquitin thioesterase otulin	9.05091e+06
Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	4.73215e+06
Q96BQ5	CC127_HUMAN	CCDC127	Coiled-coil domain-containing protein 127	3.62878e+06
Q96BR5	COA7_HUMAN	COA7	Cytochrome c oxidase assembly factor 7	1.19645e+07
Q96BW5	PTER_HUMAN	PTER	Phosphotriesterase-related protein	3.81153e+06
Q96BW9	TAM41_HUMAN	TAMM41	Phosphatidate cytidylyltransferase, mitochondrial	4.23041e+06
Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A	9.60026e+06
Q96C12	ARMC5_HUMAN	ARMC5	Armadillo repeat-containing protein 5	105106
Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	5.05482e+07
Q96C23	GALM_HUMAN	GALM	Galactose mutarotase	3.81688e+06
Q96C24	SYTL4_HUMAN	SYTL4	Synaptotagmin-like protein 4	1.30869e+06
Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	4.4913e+06
Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS	972159
Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	7.7781e+06
Q96C90	PP14B_HUMAN	PPP1R14B	Protein phosphatase 1 regulatory subunit 14B	1.0505e+07
Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	2.3655e+06
Q96CB9	NSUN4_HUMAN	NSUN4	5-methylcytosine rRNA methyltransferase NSUN4	765122
Q96CD2	COAC_HUMAN	PPCDC	Phosphopantothenoylcysteine decarboxylase	786858
Q96CM8	ACSF2_HUMAN	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	3.43437e+06
Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	1.82845e+07
Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	3.72205e+07
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	7.07828e+06
Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	2.54726e+07
Q96CU9	FXRD1_HUMAN	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1	2.68302e+06
Q96CV9	OPTN_HUMAN	OPTN	Optineurin	1.21501e+06
Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	1.35538e+07
Q96CW5	GCP3_HUMAN	TUBGCP3	Gamma-tubulin complex component 3	2.5268e+06
Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	3.08922e+06
Q96D53	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial	1.0782e+06
Q96DA6	TIM14_HUMAN	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14	4.32959e+06
Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	3.05971e+06
Q96DE0;Q9BRJ7	NUD16_HUMAN;TIRR_HUMAN	NUDT16;NUDT16L1	U8 snoRNA-decapping enzyme	255064
Q96DE5	APC16_HUMAN	ANAPC16	Anaphase-promoting complex subunit 16	2.25987e+06
Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	4.74233e+07
Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	4.48049e+06
Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	1.96434e+07
Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	1.00782e+07
Q96DX5	ASB9_HUMAN	ASB9	Ankyrin repeat and SOCS box protein 9	2.29315e+06
Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	2.20491e+07
Q96E39	RMXL1_HUMAN	RBMXL1	RNA binding motif protein, X-linked-like-1	8.70645e+06
