Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	1.46446e+06
Q8NBM4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	2.07843e+06
Q8NBN3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A	3.02999e+06
Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	6.90981e+06
Q8NBP7	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9	1.33818e+06
Q8NBQ5	DHB11_HUMAN	HSD17B11	Estradiol 17-beta-dehydrogenase 11	4.51088e+06
Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	2.2599e+07
Q8NBT2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	1.69137e+06
Q8NBU5	ATAD1_HUMAN	ATAD1	ATPase family AAA domain-containing protein 1	1.669e+07
Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	1.0765e+06
Q8NC42	RN149_HUMAN	RNF149	E3 ubiquitin-protein ligase RNF149	1.64835e+06
Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	6.20236e+07
Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	4.41857e+06
Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	3.27146e+06
Q8NCE0	SEN2_HUMAN	TSEN2	tRNA-splicing endonuclease subunit Sen2	805423
Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein	2.26211e+06
Q8NCG7	DGLB_HUMAN	DAGLB	Diacylglycerol lipase-beta	4.79387e+06
Q8NCN4	RN169_HUMAN	RNF169	E3 ubiquitin-protein ligase RNF169	2.31151e+06
Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	728588
Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	2.01579e+07
Q8ND04	SMG8_HUMAN	SMG8	Protein SMG8	1.77677e+06
Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	8.72628e+06
Q8NDF8	PAPD5_HUMAN	TENT4B	Terminal nucleotidyltransferase 4B	1.67297e+06
Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	6.24838e+06
Q8NDT2	RB15B_HUMAN	RBM15B	Putative RNA-binding protein 15B	2.19703e+06
Q8NDX6	ZN740_HUMAN	ZNF740	Zinc finger protein 740	1.79983e+06
Q8NE01	CNNM3_HUMAN	CNNM3	Metal transporter CNNM3	482706
Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	2.03455e+07
Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	1.15443e+07
Q8NEB9	PK3C3_HUMAN	PIK3C3	Phosphatidylinositol 3-kinase catalytic subunit type 3	4.12872e+06
Q8NEC7	GSTCD_HUMAN	GSTCD	Glutathione S-transferase C-terminal domain-containing protein	4.02009e+06
Q8NEF9	SRFB1_HUMAN	SRFBP1	Serum response factor-binding protein 1	2.64698e+06
Q8NEJ9	NGDN_HUMAN	NGDN	Neuroguidin	3.67309e+07
Q8NEM2	SHCBP_HUMAN	SHCBP1	SHC SH2 domain-binding protein 1	1.79214e+06
Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	1.55251e+06
Q8NEY8	PPHLN_HUMAN	PPHLN1	Periphilin-1	5.50221e+06
Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	5.56513e+06
Q8NF37	PCAT1_HUMAN	LPCAT1	Lysophosphatidylcholine acyltransferase 1	1.15022e+07
Q8NFC6	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	2.50521e+06
Q8NFF5	FAD1_HUMAN	FLAD1	FAD synthase	3.62784e+06
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	9.32458e+06
Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	8.30076e+06
Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	5.36875e+06
Q8NFJ5	RAI3_HUMAN	GPRC5A	Retinoic acid-induced protein 3	4.8643e+07
Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	3.65058e+06
Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	1.47341e+06
Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase	6.27777e+06
Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	5.67637e+06
Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2	1.9823e+06
Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2	1.51917e+06
Q8NHQ9	DDX55_HUMAN	DDX55	ATP-dependent RNA helicase DDX55	2.85956e+06
Q8NHV4	NEDD1_HUMAN	NEDD1	Protein NEDD1	390989
Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	3.14881e+06
Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	5.94587e+06
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	1.211e+07
Q8NI60	COQ8A_HUMAN	COQ8A	Atypical kinase COQ8A, mitochondrial	3.04577e+06
Q8TA83	DNJ10_CAEEL	dnj-10	DnaJ homolog dnj-10	2.36755e+06
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	2.11098e+06
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1	2.98466e+06
Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	1.04668e+07
Q8TAG9	EXOC6_HUMAN	EXOC6	Exocyst complex component 6	155581
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	2.30382e+07
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	4.28179e+06
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	1.70096e+06
Q8TB37	NUBPL_HUMAN	NUBPL	Iron-sulfur protein NUBPL	1.755e+06
Q8TB61	S35B2_HUMAN	SLC35B2	Adenosine 3'-phospho 5'-phosphosulfate transporter 1	4.33806e+06
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	612530
Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	4.59898e+06
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	9.75546e+06
Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	566049
Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	4.76611e+06
Q8TBP6	S2540_HUMAN	SLC25A40	Solute carrier family 25 member 40	998825
Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	6.44191e+06
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	3.92127e+06
Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	2.14817e+06
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	1.16797e+07
Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	4.48624e+06
Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	2.34968e+06
Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	485223
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	5.6812e+06
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	1.36142e+07
Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	1.44949e+07
Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	579357
Q8TD08	MK15_HUMAN	MAPK15	Mitogen-activated protein kinase 15	1.94741e+07
Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	1.40139e+06
Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	5.7807e+06
Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L	3.85802e+06
Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	6.92009e+06
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	3.88583e+07
Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	4.21243e+06
Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	688170
Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	1.28584e+06
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	3.80415e+06
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	4.34364e+06
Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	9.86571e+06
Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	1.10302e+07
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	1.06397e+07
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	1.19573e+07
Q8TF01	PNISR_HUMAN	PNISR	Arginine/serine-rich protein PNISR	4.93889e+06
Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	933770
Q8TF68	ZN384_HUMAN	ZNF384	Zinc finger protein 384	1.82976e+06
Q8TF74	WIPF2_HUMAN	WIPF2	WAS/WASL-interacting protein family member 2	1.54806e+06
Q8WTM6	ARPC2_CAEEL	arx-4	Probable actin-related protein 2/3 complex subunit 2	1.67293e+06
Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	6.64647e+06
Q8WTT2	NOC3L_HUMAN	NOC3L	Nucleolar complex protein 3 homolog	8.56963e+06
Q8WTV0	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1	9.13727e+06
Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	1.11234e+06
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	1.25832e+07
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	2.9766e+06
Q8WUA4	TF3C2_HUMAN	GTF3C2	General transcription factor 3C polypeptide 2	3.92892e+06
Q8WUB8	PHF10_HUMAN	PHF10	PHD finger protein 10	2.65032e+06
Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor	1.92733e+06
Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	3.70854e+06
Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	5.22438e+06
Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	2.64321e+07
Q8WUQ7	CATIN_HUMAN	CACTIN	Cactin	1.12196e+06
Q8WUR7	CO040_HUMAN	C15orf40	UPF0235 protein C15orf40	5.95216e+06
Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	2.62874e+06
Q8WUX1	S38A5_HUMAN	SLC38A5	Sodium-coupled neutral amino acid transporter 5	2.08076e+07
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	497864
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7	378256
Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6	8.66686e+06
Q8WV74	NUDT8_HUMAN	NUDT8	Nucleoside diphosphate-linked moiety X motif 8	566507
Q8WVB6	CTF18_HUMAN	CHTF18	Chromosome transmission fidelity protein 18 homolog	9.45761e+06
Q8WVC0	LEO1_HUMAN	LEO1	RNA polymerase-associated protein LEO1	3.71244e+06
Q8WVJ2	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2	2.11479e+07
Q8WVK2	SNR27_HUMAN	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	2.82771e+06
Q8WVM0	TFB1M_HUMAN	TFB1M	Dimethyladenosine transferase 1, mitochondrial	363118
Q8WVM7	STAG1_HUMAN	STAG1	Cohesin subunit SA-1	1.35337e+06
Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1	5.2599e+06
Q8WVV9	HNRLL_HUMAN	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	5.5594e+06
Q8WVX9	FACR1_HUMAN	FAR1	Fatty acyl-CoA reductase 1	986941
Q8WVY7	UBCP1_HUMAN	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	8.11939e+06
Q8WW01	SEN15_HUMAN	TSEN15	tRNA-splicing endonuclease subunit Sen15	1.86035e+06
Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	2.94706e+07
Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4	5.08618e+06
Q8WWC4	MAIP1_HUMAN	MAIP1	m-AAA protease-interacting protein 1, mitochondrial	4.51074e+06
Q8WWH5	TRUB1_HUMAN	TRUB1	Probable tRNA pseudouridine synthase 1	7.22542e+06
Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7	1.54431e+07
Q8WWI5	CTL1_HUMAN	SLC44A1	Choline transporter-like protein 1	2.39667e+06
Q8WWK9	CKAP2_HUMAN	CKAP2	Cytoskeleton-associated protein 2	3.83846e+06
Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	1.42837e+07
Q8WWQ0	PHIP_HUMAN	PHIP	PH-interacting protein	4.11114e+06
Q8WWV3	RT4I1_HUMAN	RTN4IP1	Reticulon-4-interacting protein 1, mitochondrial	4.85918e+06
Q8WWY3	PRP31_HUMAN	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	1.18776e+07
Q8WX92	NELFB_HUMAN	NELFB	Negative elongation factor B	8.94237e+06
Q8WX93	PALLD_HUMAN	PALLD	Palladin	5.44492e+06
Q8WXA9	SREK1_HUMAN	SREK1	Splicing regulatory glutamine/lysine-rich protein 1	3.95842e+06
Q8WXD5	GEMI6_HUMAN	GEMIN6	Gem-associated protein 6	2.45414e+06
Q8WXF1	PSPC1_HUMAN	PSPC1	Paraspeckle component 1	1.84633e+06
Q8WXF7	ATLA1_HUMAN	ATL1	Atlastin-1	3.75271e+06
Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein	499008
Q8WXH0	SYNE2_HUMAN	SYNE2	Nesprin-2	1.71729e+06
Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	9.71334e+06
Q8WXI9	P66B_HUMAN	GATAD2B	Transcriptional repressor p66-beta	5.45014e+06
Q8WXX5	DNJC9_HUMAN	DNAJC9	DnaJ homolog subfamily C member 9	1.36728e+07
Q8WY22	BRI3B_HUMAN	BRI3BP	BRI3-binding protein	7.58458e+06
Q8WYA6	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1	8.35189e+06
Q8WYP5	ELYS_HUMAN	AHCTF1	Protein ELYS	7.30069e+06
Q8WZ82	OVCA2_HUMAN	OVCA2	Esterase OVCA2	2.98544e+06
Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC	9.33107e+06
Q92325	LAG2_YEAST	LAG2	Cullin-associated NEDD8-dissociated protein 1 homolog	231920
Q92331	VPS5_YEAST	VPS5	Vacuolar protein sorting-associated protein 5	1.31967e+06
Q92466	DDB2_HUMAN	DDB2	DNA damage-binding protein 2	6.59419e+06
Q92478	CLC2B_HUMAN	CLEC2B	C-type lectin domain family 2 member B	5.62715e+06
Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	2.27873e+07
Q92506	DHB8_HUMAN	HSD17B8	Estradiol 17-beta-dehydrogenase 8	4.00165e+06
Q92522	H1X_HUMAN	H1-10	Histone H1.10	9.06886e+07
Q92536	YLAT2_HUMAN	SLC7A6	Y+L amino acid transporter 2	757254
Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1.49088e+06
Q92541	RTF1_HUMAN	RTF1	RNA polymerase-associated protein RTF1 homolog	8.89143e+06
Q92542	NICA_HUMAN	NCSTN	Nicastrin	9.64512e+06
Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4	6.62575e+06
Q92547	TOPB1_HUMAN	TOPBP1	DNA topoisomerase 2-binding protein 1	1.06246e+06
Q92552	RT27_HUMAN	MRPS27	28S ribosomal protein S27, mitochondrial	6.79671e+06
Q92570	NR4A3_HUMAN	NR4A3	Nuclear receptor subfamily 4 group A member 3	3.21385e+06
Q92575	UBXN4_HUMAN	UBXN4	UBX domain-containing protein 4	507179
Q92576	PHF3_HUMAN	PHF3	PHD finger protein 3	2.26505e+06
Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	7.68265e+07
Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	1.86473e+07
Q92599	SEPT8_HUMAN	SEPTIN8	Septin-8	7.61692e+06
Q92600	CNOT9_HUMAN	CNOT9	CCR4-NOT transcription complex subunit 9	2.5213e+06
Q92609	TBCD5_HUMAN	TBC1D5	TBC1 domain family member 5	1.94386e+06
Q92610	ZN592_HUMAN	ZNF592	Zinc finger protein 592	1.9178e+06
Q92613	JADE3_HUMAN	JADE3	Protein Jade-3	1.16677e+06
Q92614	MY18A_HUMAN	MYO18A	Unconventional myosin-XVIIIa	2.6997e+06
Q92615	LAR4B_HUMAN	LARP4B	La-related protein 4B	4.10641e+06
Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	1.99545e+07
Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	7.60604e+06
Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205	5.68172e+06
Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A	780250
Q92643	GPI8_HUMAN	PIGK	GPI-anchor transamidase	2.66792e+06
Q92665	RT31_HUMAN	MRPS31	28S ribosomal protein S31, mitochondrial	3.70905e+06
Q92667	AKAP1_HUMAN	AKAP1	A-kinase anchor protein 1, mitochondrial	9.34402e+06
Q92685	ALG3_HUMAN	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	2.55043e+06
Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.51353e+08
Q92696	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha	799455
Q92733	PRCC_HUMAN	PRCC	Proline-rich protein PRCC	4.91101e+06
Q92734	TFG_HUMAN	TFG	Protein TFG	1.15138e+07
Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	4.47778e+06
Q92759	TF2H4_HUMAN	GTF2H4	General transcription factor IIH subunit 4	189032
Q92766	RREB1_HUMAN	RREB1	Ras-responsive element-binding protein 1	916025
Q92769	HDAC2_HUMAN	HDAC2	Histone deacetylase 2	2.51287e+07
Q92783	STAM1_HUMAN	STAM	Signal transducing adapter molecule 1	4.12725e+06
Q92785	REQU_HUMAN	DPF2	Zinc finger protein ubi-d4	1.27516e+06
Q92793	CBP_HUMAN	CREBBP	CREB-binding protein	2.04283e+06
Q92796	DLG3_HUMAN	DLG3	Disks large homolog 3	4.16464e+06
Q92797	SYMPK_HUMAN	SYMPK	Symplekin	5.22122e+06
Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	8.77208e+07
Q92817	EVPL_HUMAN	EVPL	Envoplakin	388055
Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	3.15491e+06
Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	4.88242e+07
Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	8.51417e+06
Q92879	CELF1_HUMAN	CELF1	CUGBP Elav-like family member 1	1.2903e+07
Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1	6.59922e+06
Q92887	MRP2_HUMAN	ABCC2	Canalicular multispecific organic anion transporter 1	2.17129e+06
Q92888	ARHG1_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	6.78653e+06
Q92889	XPF_HUMAN	ERCC4	DNA repair endonuclease XPF	1.79027e+06
Q92890	UFD1_HUMAN	UFD1	Ubiquitin recognition factor in ER-associated degradation protein 1	4.13713e+06
Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	4.41955e+06
Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	1.35541e+07
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	5.7913e+06
Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein	1.67302e+07
Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	4.54757e+07
Q92925	SMRD2_HUMAN	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	2.38573e+06
Q92930	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B	2.11683e+07
Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	6.43802e+07
Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	5.03057e+06
Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	3.37139e+07
Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	5.77422e+06
Q92979	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	1.62537e+07
Q92989	CLP1_HUMAN	CLP1	Polyribonucleotide 5'-hydroxyl-kinase Clp1	3.42348e+06
Q92990	GLMN_HUMAN	GLMN	Glomulin	1.19529e+06
Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	6.21926e+06
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	1.35182e+07
Q93034	CUL5_HUMAN	CUL5	Cullin-5	1.29893e+06
Q93045	STMN2_HUMAN	STMN2	Stathmin-2	7.76312e+07
Q93050	VPP1_HUMAN	ATP6V0A1	V-type proton ATPase 116 kDa subunit a1	2.35874e+06
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner	7.0333e+06
Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12	957248
Q93077	H2A1C_HUMAN	H2AC6	Histone H2A type 1-C	7.52794e+07
Q93096	TP4A1_HUMAN	PTP4A1	Protein tyrosine phosphatase type IVA 1	4.84453e+06
Q93100	KPBB_HUMAN	PHKB	Phosphorylase b kinase regulatory subunit beta	2.68448e+06
Q93169	MTNA_CAEEL	C01G10.9	Methylthioribose-1-phosphate isomerase	397392
Q93235	AT1B1_CAEEL	nkb-1	Sodium/potassium-transporting ATPase subunit beta-1	6.81959e+06
Q93243	NAS37_CAEEL	nas-37	Zinc metalloproteinase nas-37	1.63854e+06
Q93244	CYSK1_CAEEL	cysl-1	Cysteine synthase 1	9.12332e+06
Q93353	IDH3B_CAEEL	idhb-1	Probable isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.39702e+07
Q93379	GSHR_CAEEL	gsr-1	Glutathione reductase, mitochondrial	1.42009e+07
Q93408	YRGK_CAEEL	D2005.3	Uncharacterized protein D2005.3	5.45434e+06
Q93454	RAE1_CAEEL	rae-1	mRNA export factor rae-1	3.32016e+07
Q93459	NUBP1_CAEEL	nubp-1	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	4.05343e+06
Q93572	RLA0_CAEEL	rla-0	60S acidic ribosomal protein P0	1.92429e+08
Q93573	TCTP_CAEEL	tct-1	Translationally-controlled tumor protein homolog	6.18491e+07
Q93594	NCBP2_CAEEL	ncbp-2	Nuclear cap-binding protein subunit 2	1.69708e+06
Q93615	ETFA_CAEEL	F27D4.1	Probable electron transfer flavoprotein subunit alpha, mitochondrial	4.61132e+07
Q93618	ZC3HF_CAEEL	F27D4.4	Zinc finger CCCH domain-containing protein 15 homolog	1.69596e+06
Q93714	IDH3A_CAEEL	idha-1	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	2.45882e+07
Q93725	NEDD8_CAEEL	ned-8	NEDD8	2.02815e+06
Q93761	YXEK_CAEEL	F53C11.3	Uncharacterized oxidoreductase F53C11.3	3.38855e+06
Q93796	NRF5_CAEEL	nrf-5	Nose resistant to fluoxetine protein 5	1.22902e+06
Q93841	PLC1_CAEEL	acl-1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-1	2.2268e+07
Q93873	NDUS2_CAEEL	gas-1	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	5.07744e+06
Q94045	TCP4_CAEEL	T13F2.2	Putative RNA polymerase II transcriptional coactivator	1.96206e+06
Q94051	CAV1_CAEEL	cav-1	Caveolin-1	1.57594e+06
Q94053	MSP78_CAEEL	msp-78	Major sperm protein 78	3.12606e+06
Q94128	WRT1_CAEEL	wrt-1	Warthog protein 1	1.53804e+06
Q94148	RAB10_CAEEL	rab-10	Ras-related protein Rab-10	561752
Q94218	UFSP_CAEEL	odr-8	Ufm1-specific protease	2.0298e+06
Q94261	EIF3M_CAEEL	cif-1	COP9/Signalosome and eIF3 complex-shared subunit 1	9.10488e+06
Q94300	RL111_CAEEL	rpl-11.1	60S ribosomal protein L11-1	3.18209e+07
Q94360	NDUS7_CAEEL	nduf-7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	7.75484e+06
Q94392	NSF_CAEEL	nsf-1	Vesicle-fusing ATPase	2.97612e+06
Q94417	CLC91_CAEEL	clec-91	C-type lectin domain-containing protein 91	2.54811e+06
Q95003	GPX3_CAEEL	gpx-3	Glutathione peroxidase 3	4.22426e+06
Q95005	PSA7_CAEEL	pas-4	Proteasome subunit alpha type-7	4.94536e+07
Q95008	PSA5_CAEEL	pas-5	Proteasome subunit alpha type-5	6.63238e+07
Q95017	UBC9_CAEEL	ubc-9	SUMO-conjugating enzyme UBC9	7.01564e+06
Q95NM6	NUCG_CAEEL	cps-6	Endonuclease G, mitochondrial	2.06826e+06
Q95PZ0	CSN6_CAEEL	csn-6	COP9 signalosome complex subunit 6	744881
Q95Q11	RT07_CAEEL	mrps-7	28S ribosomal protein S7, mitochondrial	1.34435e+06
Q95Q18	LACB2_CAEEL	Y53F4B.39	Beta-lactamase-like protein 2 homolog	758379
Q95QA6	PAT12_CAEEL	pat-12	Protein pat-12	1.04803e+07
Q95QW0	EIF3L_CAEEL	eif-3.L	Eukaryotic translation initiation factor 3 subunit L	4.37138e+06
Q95QZ9	NPL42_CAEEL	npl-4.2	Nuclear protein localization protein 4 homolog 2	3.30332e+06
Q95XM2	PHM_CAEEL	pghm-1	Probable peptidylglycine alpha-hydroxylating monooxygenase 1	7.03511e+06
Q95XN2	MPPA_CAEEL	mppa-1	Mitochondrial-processing peptidase subunit alpha	3.32033e+06
